ObjectID,PID,Civic.Number,Street,Full.Civic.Address,Closest.University,DestinationRank,Total_Length
1,18,5810,CHAIN ROCK DR,5810 CHAIN ROCK DR, SMU Center,1,1233.919459
2,26,5820,CHAIN ROCK DR,5820 CHAIN ROCK DR, SMU Center,1,1257.654811
3,34,5830,CHAIN ROCK DR,5830 CHAIN ROCK DR, SMU Center,1,1279.985047
4,42,5840,CHAIN ROCK DR,5840 CHAIN ROCK DR, SMU Center,1,1301.958508
5,59,5850,CHAIN ROCK DR,5850 CHAIN ROCK DR, SMU Center,1,1326.063689
6,67,5860,CHAIN ROCK DR,5860 CHAIN ROCK DR, SMU Center,1,1343.660971
7,75,5870,CHAIN ROCK DR,5870 CHAIN ROCK DR, SMU Center,1,1360.577057
8,83,5880,CHAIN ROCK DR,5880 CHAIN ROCK DR, SMU Center,1,1390.515458
9,91,5890,CHAIN ROCK DR,5890 CHAIN ROCK DR, SMU Center,1,1410.167027
10,109,5900,CHAIN ROCK DR,5900 CHAIN ROCK DR, SMU Center,1,1430.466931
11,117,5904,CHAIN ROCK DR,5904 CHAIN ROCK DR, SMU Center,1,1442.915718
12,125,5910,CHAIN ROCK DR,5910 CHAIN ROCK DR, SMU Center,1,1446.439733
13,133,5914,CHAIN ROCK DR,5914 CHAIN ROCK DR, SMU Center,1,1454.530164
14,158,5961,BALMORAL RD,5961 BALMORAL RD, SMU Center,1,1458.697242
15,166,5901,CHAIN ROCK DR,5901 CHAIN ROCK DR, SMU Center,1,1432.29573
16,174,5881,CHAIN ROCK DR,5881 CHAIN ROCK DR, SMU Center,1,1401.581398
17,182,5871,CHAIN ROCK DR,5871 CHAIN ROCK DR, SMU Center,1,1410.793619
18,190,5851,CHAIN ROCK DR,5851 CHAIN ROCK DR, SMU Center,1,1323.372579
19,208,5841,CHAIN ROCK DR,5841 CHAIN ROCK DR, SMU Center,1,1303.248911
20,216,5831,CHAIN ROCK DR,5831 CHAIN ROCK DR, SMU Center,1,1283.93041
21,224,5821,CHAIN ROCK DR,5821 CHAIN ROCK DR, SMU Center,1,1264.806576
22,232,356,FRANCKLYN ST,356 FRANCKLYN ST, SMU Center,1,1238.939992
23,240,366,FRANCKLYN ST,366 FRANCKLYN ST, SMU Center,1,1167.409543
24,257,376,FRANCKLYN ST,376 FRANCKLYN ST, SMU Center,1,1143.459947
25,265,5810,BALMORAL RD,5810 BALMORAL RD, SMU Center,1,1131.487927
26,273,5820,BALMORAL RD,5820 BALMORAL RD, SMU Center,1,1155.027438
27,281,5830,BALMORAL RD,5830 BALMORAL RD, SMU Center,1,1172.696688
28,299,5840,BALMORAL RD,5840 BALMORAL RD, SMU Center,1,1192.74473
29,307,5850,BALMORAL RD,5850 BALMORAL RD, SMU Center,1,1251.602801
30,315,371,CROWS NEST DR,371 CROWS NEST DR, SMU Center,1,1277.427812
31,323,361,CROWS NEST DR,361 CROWS NEST DR, SMU Center,1,1293.79805
32,331,360,CROWS NEST DR,360 CROWS NEST DR, SMU Center,1,1292.134037
33,349,370,CROWS NEST DR,370 CROWS NEST DR, SMU Center,1,1268.624963
34,356,380,CROWS NEST DR,380 CROWS NEST DR, SMU Center,1,1252.021607
35,364,390,CROWS NEST DR,390 CROWS NEST DR, SMU Center,1,1276.407425
36,372,5880,BALMORAL RD,5880 BALMORAL RD, SMU Center,1,1326.927093
37,380,5920,BALMORAL RD,5920 BALMORAL RD, SMU Center,1,1379.635933
38,398,5930,BALMORAL RD,5930 BALMORAL RD, SMU Center,1,1402.096129
39,406,5940,BALMORAL RD,5940 BALMORAL RD, SMU Center,1,1425.035184
40,414,5955,BALMORAL RD,5955 BALMORAL RD, SMU Center,1,1448.596617
41,422,5945,BALMORAL RD,5945 BALMORAL RD, SMU Center,1,1426.519828
42,430,5935,BALMORAL RD,5935 BALMORAL RD, SMU Center,1,1403.385111
43,448,5925,BALMORAL RD,5925 BALMORAL RD, SMU Center,1,1377.60007
44,455,5915,BALMORAL RD,5915 BALMORAL RD, SMU Center,1,1363.06883
45,463,5865,BALMORAL RD,5865 BALMORAL RD, SMU Center,1,1249.851861
46,471,5845,BALMORAL RD,5845 BALMORAL RD, SMU Center,1,1209.529617
47,489,5835,BALMORAL RD,5835 BALMORAL RD, SMU Center,1,1190.408622
48,497,5825,BALMORAL RD,5825 BALMORAL RD, SMU Center,1,1168.179256
49,505,5815,BALMORAL RD,5815 BALMORAL RD, SMU Center,1,1145.540848
50,513,404,FRANCKLYN ST,404 FRANCKLYN ST, SMU Center,1,1076.168228
51,521,5830,INGLEWOOD DR,5830 INGLEWOOD DR, SMU Center,1,1100.643196
52,539,5840,INGLEWOOD DR,5840 INGLEWOOD DR, SMU Center,1,1121.772651
53,547,5850,INGLEWOOD DR,5850 INGLEWOOD DR, SMU Center,1,1140.804565
54,554,5860,INGLEWOOD DR,5860 INGLEWOOD DR, SMU Center,1,1191.620049
55,562,5869,BALMORAL RD,5869 BALMORAL RD, SMU Center,1,1213.713054
56,570,5880,INGLEWOOD DR,5880 INGLEWOOD DR, SMU Center,1,1230.46208
57,588,5885,BALMORAL RD,5885 BALMORAL RD, SMU Center,1,1300.740745
58,604,5905,BALMORAL RD,5905 BALMORAL RD, SMU Center,1,1333.43991
59,620,5910,INGLEWOOD DR,5910 INGLEWOOD DR, SMU Center,1,1269.007333
60,638,5920,INGLEWOOD DR,5920 INGLEWOOD DR, SMU Center,1,1292.492298
61,646,5940,INGLEWOOD DR,5940 INGLEWOOD DR, SMU Center,1,1323.223068
62,653,5950,INGLEWOOD DR,5950 INGLEWOOD DR, SMU Center,1,1350.338922
63,661,5955,INGLEWOOD DR,5955 INGLEWOOD DR, SMU Center,1,1372.079709
64,679,5945,INGLEWOOD DR,5945 INGLEWOOD DR, SMU Center,1,1344.846385
65,695,5865,INGLEWOOD DR,5865 INGLEWOOD DR, SMU Center,1,1194.97057
66,703,5855,INGLEWOOD DR,5855 INGLEWOOD DR, SMU Center,1,1171.979929
67,711,5845,INGLEWOOD DR,5845 INGLEWOOD DR, SMU Center,1,1161.987188
68,760,480,FRANCKLYN ST,480 FRANCKLYN ST, SMU Center,1,904.8130132
69,778,490,FRANCKLYN ST,490 FRANCKLYN ST, SMU Center,1,877.3611767
70,786,5961,INGLEWOOD DR,5961 INGLEWOOD DR, SMU Center,1,1397.081847
71,802,5960,INGLEWOOD DR,5960 INGLEWOOD DR, SMU Center,1,1384.354737
72,810,5900,EMSCOTE DR,5900 EMSCOTE DR, SMU Center,1,914.1393421
73,828,5906,EMSCOTE DR,5906 EMSCOTE DR, SMU Center,1,943.2917555
74,836,5916,EMSCOTE DR,5916 EMSCOTE DR, SMU Center,1,970.9356368
75,844,5928,EMSCOTE DR,5928 EMSCOTE DR, SMU Center,1,1000.167199
76,851,5965,INGLEWOOD DR,5965 INGLEWOOD DR, SMU Center,1,1397.081847
77,869,5936,EMSCOTE DR,5936 EMSCOTE DR, SMU Center,1,1020.990908
78,877,5945,EMSCOTE DR,5945 EMSCOTE DR, SMU Center,1,1034.667776
79,885,5925,EMSCOTE DR,5925 EMSCOTE DR, SMU Center,1,968.2723813
80,893,5915,EMSCOTE DR,5915 EMSCOTE DR, SMU Center,1,915.1307489
81,901,5999,EMSCOTE DR,5999 EMSCOTE DR, SMU Center,1,885.2795921
82,919,5987,EMSCOTE DR,5987 EMSCOTE DR, SMU Center,1,1018.108295
83,927,5956,EMSCOTE DR,5956 EMSCOTE DR, SMU Center,1,1058.821152
84,935,5964,EMSCOTE DR,5964 EMSCOTE DR, SMU Center,1,1098.852722
85,943,5970,EMSCOTE DR,5970 EMSCOTE DR, SMU Center,1,1052.964385
86,950,5986,EMSCOTE DR,5986 EMSCOTE DR, SMU Center,1,1009.146316
87,968,6000,EMSCOTE DR,6000 EMSCOTE DR, SMU Center,1,984.8945249
88,1008,5946,PINE HILL DR,5946 PINE HILL DR, SMU Center,1,710.2736529
89,1016,625,FRANCKLYN ST,625 FRANCKLYN ST, SMU Center,1,856.1729452
90,1024,615,FRANCKLYN ST,615 FRANCKLYN ST, SMU Center,1,876.2114076
91,1032,607,FRANCKLYN ST,607 FRANCKLYN ST, SMU Center,1,897.8367899
92,1040,597,FRANCKLYN ST,597 FRANCKLYN ST, SMU Center,1,920.6565306
93,1057,587,FRANCKLYN ST,587 FRANCKLYN ST, SMU Center,1,942.9320506
94,1065,569,FRANCKLYN ST,569 FRANCKLYN ST, SMU Center,1,986.1895342
95,1073,557,FRANCKLYN ST,557 FRANCKLYN ST, SMU Center,1,987.2645335
96,1081,549,FRANCKLYN ST,549 FRANCKLYN ST, SMU Center,1,967.0001007
97,1099,531,FRANCKLYN ST,531 FRANCKLYN ST, SMU Center,1,967.9294671
98,1107,523,FRANCKLYN ST,523 FRANCKLYN ST, SMU Center,1,900.8148395
99,1115,505,FRANCKLYN ST,505 FRANCKLYN ST, SMU Center,1,869.5415872
100,1123,5859,POINT PLEASANT DR,5859 POINT PLEASANT DR, SMU Center,1,833.0232767
101,1131,5851,POINT PLEASANT DR,5851 POINT PLEASANT DR, SMU Center,1,819.057786
102,1149,5845,POINT PLEASANT DR,5845 POINT PLEASANT DR, SMU Center,1,808.8334891
103,1156,5841,POINT PLEASANT DR,5841 POINT PLEASANT DR, SMU Center,1,796.2528015
104,1164,5831,POINT PLEASANT DR,5831 POINT PLEASANT DR, SMU Center,1,777.3510798
105,1172,5825,POINT PLEASANT DR,5825 POINT PLEASANT DR, SMU Center,1,761.1956804
106,1180,5813,POINT PLEASANT DR,5813 POINT PLEASANT DR, SMU Center,1,736.8598237
107,1180,5815,POINT PLEASANT DR,5815 POINT PLEASANT DR, SMU Center,1,745.7280814
108,1198,5833,MACLEOD DR,5833 MACLEOD DR, SMU Center,1,1060.603404
109,1206,5856,MACLEOD DR,5856 MACLEOD DR, SMU Center,1,1002.558166
110,1214,5846,MACLEOD DR,5846 MACLEOD DR, SMU Center,1,1031.173602
111,1222,5840,MACLEOD DR,5840 MACLEOD DR, SMU Center,1,1049.327207
112,1230,5834,MACLEOD DR,5834 MACLEOD DR, SMU Center,1,1060.603404
113,1255,6039,FERNWOOD LANE,6039 FERNWOOD LANE, SMU Center,1,856.6766734
114,1263,790,MAPLEWOOD LANE,790 MAPLEWOOD LANE, SMU Center,1,612.9679975
115,1271,855,MARLBOROUGH WDS,855 MARLBOROUGH WDS, SMU Center,1,510.1458923
116,1289,865,MARLBOROUGH WDS,865 MARLBOROUGH WDS, SMU Center,1,475.3458355
117,1313,895,MARLBOROUGH WDS,895 MARLBOROUGH WDS, SMU Center,1,476.027793
118,1321,905,MARLBOROUGH WDS,905 MARLBOROUGH WDS, SMU Center,1,465.6339132
119,1339,915,MARLBOROUGH WDS,915 MARLBOROUGH WDS, SMU Center,1,465.6339132
120,1347,1000,WINWICK RD,1000 WINWICK RD, SMU Center,1,568.5949
121,1362,910,MARLBOROUGH WDS,910 MARLBOROUGH WDS, SMU Center,1,458.0278613
122,1396,890,MARLBOROUGH WDS,890 MARLBOROUGH WDS, SMU Center,1,505.3328296
123,1412,870,MARLBOROUGH WDS,870 MARLBOROUGH WDS, SMU Center,1,496.7864522
124,1446,6936,MUMFORD RD,6936 MUMFORD RD, Studley Campus,1,2414.785377
125,1446,7001,LEPPERT ST,7001 LEPPERT ST, Studley Campus,1,2478.296833
126,1453,854,GREENWOOD AVE,854 GREENWOOD AVE, SMU Center,1,277.2283882
127,1461,862,GREENWOOD AVE,862 GREENWOOD AVE, SMU Center,1,258.7295863
128,1479,870,GREENWOOD AVE,870 GREENWOOD AVE, SMU Center,1,243.1340883
129,1487,878,GREENWOOD AVE,878 GREENWOOD AVE, SMU Center,1,222.6212773
130,1495,892,GREENWOOD AVE,892 GREENWOOD AVE, SMU Center,1,196.9246061
131,1503,6090,ROXTON RD,6090 ROXTON RD, SMU Center,1,205.5863421
132,1511,6100,ROXTON RD,6100 ROXTON RD, SMU Center,1,223.4252228
133,1529,6110,ROXTON RD,6110 ROXTON RD, SMU Center,1,266.4303369
134,1537,6068,ROXTON RD,6068 ROXTON RD, SMU Center,1,205.3854404
135,1545,879,GREENWOOD AVE,879 GREENWOOD AVE, SMU Center,1,223.1126603
136,1552,871,GREENWOOD AVE,871 GREENWOOD AVE, SMU Center,1,240.586529
137,1560,863,GREENWOOD AVE,863 GREENWOOD AVE, SMU Center,1,258.5837421
138,1578,853,GREENWOOD AVE,853 GREENWOOD AVE, SMU Center,1,275.7359817
139,1586,847,GREENWOOD AVE,847 GREENWOOD AVE, SMU Center,1,290.0613155
140,1594,839,GREENWOOD AVE,839 GREENWOOD AVE, SMU Center,1,308.8083082
141,1602,835,GREENWOOD AVE,835 GREENWOOD AVE, SMU Center,1,330.7901925
142,1610,824,MARLBOROUGH AVE,824 MARLBOROUGH AVE, SMU Center,1,256.3329301
143,1628,834,MARLBOROUGH AVE,834 MARLBOROUGH AVE, SMU Center,1,242.3198452
144,1636,848,MARLBOROUGH AVE,848 MARLBOROUGH AVE, SMU Center,1,203.9692814
145,1644,856,MARLBOROUGH AVE,856 MARLBOROUGH AVE, SMU Center,1,186.0343757
146,1651,864,MARLBOROUGH AVE,864 MARLBOROUGH AVE, SMU Center,1,169.0540423
147,1669,872,MARLBOROUGH AVE,872 MARLBOROUGH AVE, SMU Center,1,152.0292963
148,1677,882,MARLBOROUGH AVE,882 MARLBOROUGH AVE, SMU Center,1,132.7747641
149,1685,888,MARLBOROUGH AVE,888 MARLBOROUGH AVE, SMU Center,1,111.5521764
150,1693,6054,ROXTON RD,6054 ROXTON RD, SMU Center,1,118.5234552
151,1701,6062,ROXTON RD,6062 ROXTON RD, SMU Center,1,134.5387044
152,1719,893,MARLBOROUGH AVE,893 MARLBOROUGH AVE, SMU Center,1,104.39747
153,1727,879,MARLBOROUGH AVE,879 MARLBOROUGH AVE, SMU Center,1,132.7169217
154,1735,871,MARLBOROUGH AVE,871 MARLBOROUGH AVE, SMU Center,1,149.6024557
155,1743,865,MARLBOROUGH AVE,865 MARLBOROUGH AVE, SMU Center,1,167.0690689
156,1750,857,MARLBOROUGH AVE,857 MARLBOROUGH AVE, SMU Center,1,185.5618807
157,1768,845,MARLBOROUGH AVE,845 MARLBOROUGH AVE, SMU Center,1,213.8215666
158,1776,833,MARLBOROUGH AVE,833 MARLBOROUGH AVE, SMU Center,1,240.8633169
159,1784,825,MARLBOROUGH AVE,825 MARLBOROUGH AVE, SMU Center,1,256.3329301
160,1792,824,ROBIE ST,824 ROBIE ST, SMU Center,1,39.83370787
161,1800,832,ROBIE ST,832 ROBIE ST, SMU Center,1,37.88904772
162,1818,836,ROBIE ST,836 ROBIE ST, SMU Center,1,21.26763241
163,1826,846,ROBIE ST,846 ROBIE ST, SMU Center,1,19.44651928
164,1834,856,ROBIE ST,856 ROBIE ST, SMU Center,1,17.39985028
165,1842,864,ROBIE ST,864 ROBIE ST, SMU Center,1,15.58308769
166,1859,870,ROBIE ST,870 ROBIE ST, SMU Center,1,13.96377506
167,1867,878,ROBIE ST,878 ROBIE ST, SMU Center,1,12.02217605
168,1875,890,ROBIE ST,890 ROBIE ST, SMU Center,1,9.381815276
169,1883,6018,ROXTON RD,6018 ROXTON RD, SMU Center,1,37.68313464
170,1891,6026,ROXTON RD,6026 ROXTON RD, SMU Center,1,52.88151314
171,1909,918,ROBIE ST,918 ROBIE ST, SMU Center,1,11.44835411
172,1917,928,ROBIE ST,928 ROBIE ST, SMU Center,1,13.21012148
173,1925,934,ROBIE ST,934 ROBIE ST, SMU Center,1,14.74262554
174,1933,940,ROBIE ST,940 ROBIE ST, SMU Center,1,16.66067224
175,1941,948,ROBIE ST,948 ROBIE ST, SMU Center,1,18.17578637
176,1958,956,ROBIE ST,956 ROBIE ST, SMU Center,1,20.07009284
177,1966,962,ROBIE ST,962 ROBIE ST, SMU Center,1,21.50994579
178,1974,970,ROBIE ST,970 ROBIE ST, SMU Center,1,23.25278092
179,1982,976,ROBIE ST,976 ROBIE ST, SMU Center,1,22.11716606
180,1990,6010,INGLIS ST,6010 INGLIS ST, SMU Center,1,19.08611057
181,2006,6020,INGLIS ST,6020 INGLIS ST, SMU Center,1,56.61099096
182,2022,1888,BRUNSWICK ST,1888 BRUNSWICK ST, Sexton Campus,1,1011.658165
183,2030,1872,BRUNSWICK ST,1872 BRUNSWICK ST, Sexton Campus,1,964.4601947
184,2030,1874,BRUNSWICK ST,1874 BRUNSWICK ST, Sexton Campus,1,970.9678563
185,2048,1901,GOTTINGEN ST,1901 GOTTINGEN ST, Sexton Campus,1,1007.015251
186,2048,1903,GOTTINGEN ST,1903 GOTTINGEN ST, Sexton Campus,1,1010.467933
187,2055,1975,GOTTINGEN ST,1975 GOTTINGEN ST, Sexton Campus,1,1173.674625
188,2063,1940,GOTTINGEN ST,1940 GOTTINGEN ST, Sexton Campus,1,1190.954468
189,2071,5621,RAINNIE DR,5621 RAINNIE DR, Carlton Campus,1,1219.720264
190,2089,1970,GOTTINGEN ST,1970 GOTTINGEN ST, Sexton Campus,1,1338.218846
191,2097,1856,ALBEMARLE ST,1856 ALBEMARLE ST, Sexton Campus,1,931.9160282
192,2097,1858,ALBEMARLE ST,1858 ALBEMARLE ST, Sexton Campus,1,937.0736255
193,2097,1860,ALBEMARLE ST,1860 ALBEMARLE ST, Sexton Campus,1,942.5467452
194,2097,1864,ALBEMARLE ST,1864 ALBEMARLE ST, Sexton Campus,1,958.6324713
195,2097,1870,ALBEMARLE ST,1870 ALBEMARLE ST, Sexton Campus,1,967.5196232
196,2097,1875,BRUNSWICK ST,1875 BRUNSWICK ST, Sexton Campus,1,967.7908176
197,2097,1881,BRUNSWICK ST,1881 BRUNSWICK ST, Sexton Campus,1,973.7271056
198,2097,1891,BRUNSWICK ST,1891 BRUNSWICK ST, Sexton Campus,1,980.296012
199,2097,5281,DUKE ST,5281 DUKE ST, Sexton Campus,1,936.8466748
200,2105,1888,ALBEMARLE ST,1888 ALBEMARLE ST, Sexton Campus,1,1025.537837
201,2105,1991,BRUNSWICK ST,1991 BRUNSWICK ST, Sexton Campus,1,1079.428905
202,2105,1995,BRUNSWICK ST,1995 BRUNSWICK ST, Sexton Campus,1,1100.455057
203,2113,1972,ALBEMARLE ST,1972 ALBEMARLE ST, Sexton Campus,1,1135.492065
204,2113,2001,BRUNSWICK ST,2001 BRUNSWICK ST, Sexton Campus,1,1166.181484
205,2121,1871,ALBEMARLE ST,1871 ALBEMARLE ST, Sexton Campus,1,954.0275367
206,2121,1883,ALBEMARLE ST,1883 ALBEMARLE ST, Sexton Campus,1,994.382363
207,2121,1893,ALBEMARLE ST,1893 ALBEMARLE ST, Sexton Campus,1,860.7908207
208,2121,1894,BARRINGTON ST,1894 BARRINGTON ST, Sexton Campus,1,844.5628779
209,2121,1899,ALBEMARLE ST,1899 ALBEMARLE ST, Sexton Campus,1,1043.802176
210,2121,1930,BARRINGTON ST,1930 BARRINGTON ST, Sexton Campus,1,898.6407578
211,2121,1987,ALBEMARLE ST,1987 ALBEMARLE ST, Sexton Campus,1,1154.668148
212,2121,1990,BARRINGTON ST,1990 BARRINGTON ST, Sexton Campus,1,1012.906832
213,2121,2000,BARRINGTON ST,2000 BARRINGTON ST, Sexton Campus,1,1101.333046
214,2121,5201,DUKE ST,5201 DUKE ST, Sexton Campus,1,815.1693052
215,2121,5251,DUKE ST,5251 DUKE ST, Sexton Campus,1,832.0229177
216,2139,1858,GRANVILLE ST,1858 GRANVILLE ST, Sexton Campus,1,779.6200526
217,2139,1875,BARRINGTON ST,1875 BARRINGTON ST, Sexton Campus,1,804.9005398
218,2139,1903,BARRINGTON ST,1903 BARRINGTON ST, Sexton Campus,1,860.8834304
219,2154,1855,GRANVILLE ST,1855 GRANVILLE ST, Sexton Campus,1,808.7911787
220,2162,1859,GRANVILLE ST,1859 GRANVILLE ST, Sexton Campus,1,816.140224
221,2162,1861,GRANVILLE ST,1861 GRANVILLE ST, Sexton Campus,1,821.2364551
222,2162,1866,HOLLIS ST,1866 HOLLIS ST, Sexton Campus,1,872.3962784
223,2170,1865,GRANVILLE ST,1865 GRANVILLE ST, Sexton Campus,1,828.1474897
224,2170,1867,GRANVILLE ST,1867 GRANVILLE ST, Sexton Campus,1,830.2976744
225,2188,1869,GRANVILLE ST,1869 GRANVILLE ST, Sexton Campus,1,835.2910792
226,2196,1871,GRANVILLE ST,1871 GRANVILLE ST, Sexton Campus,1,841.0853996
227,2204,1873,GRANVILLE ST,1873 GRANVILLE ST, Sexton Campus,1,853.1710851
228,2204,1875,GRANVILLE ST,1875 GRANVILLE ST, Sexton Campus,1,855.2315463
229,2212,1879,GRANVILLE ST,1879 GRANVILLE ST, Sexton Campus,1,864.4167932
230,2212,1881,GRANVILLE ST,1881 GRANVILLE ST, Sexton Campus,1,867.2186592
231,2212,1883,GRANVILLE ST,1883 GRANVILLE ST, Sexton Campus,1,870.5454271
232,2212,1885,GRANVILLE ST,1885 GRANVILLE ST, Sexton Campus,1,884.4178321
233,2212,1892,HOLLIS ST,1892 HOLLIS ST, Sexton Campus,1,917.4401252
234,2212,1894,HOLLIS ST,1894 HOLLIS ST, Sexton Campus,1,926.2829993
235,2220,1887,GRANVILLE ST,1887 GRANVILLE ST, Sexton Campus,1,879.4252015
236,2220,1889,GRANVILLE ST,1889 GRANVILLE ST, Sexton Campus,1,880.6971423
237,2220,1896,HOLLIS ST,1896 HOLLIS ST, Sexton Campus,1,931.4006482
238,2220,1898,HOLLIS ST,1898 HOLLIS ST, Sexton Campus,1,934.4121828
239,2238,1891,GRANVILLE ST,1891 GRANVILLE ST, Sexton Campus,1,885.9574266
240,2246,1893,GRANVILLE ST,1893 GRANVILLE ST, Sexton Campus,1,890.4494305
241,2246,1895,GRANVILLE ST,1895 GRANVILLE ST, Sexton Campus,1,894.2570177
242,2253,5159,DUKE ST,5159 DUKE ST, Sexton Campus,1,822.8882985
243,2253,5163,DUKE ST,5163 DUKE ST, Sexton Campus,1,817.5739151
244,2261,1870,HOLLIS ST,1870 HOLLIS ST, Sexton Campus,1,883.7250556
245,2261,1872,HOLLIS ST,1872 HOLLIS ST, Sexton Campus,1,892.3102785
246,2261,1874,HOLLIS ST,1874 HOLLIS ST, Sexton Campus,1,896.1619799
247,2261,1876,HOLLIS ST,1876 HOLLIS ST, Sexton Campus,1,901.0641047
248,2261,1880,HOLLIS ST,1880 HOLLIS ST, Sexton Campus,1,909.9183492
249,2279,1871,HOLLIS ST,1871 HOLLIS ST, Sexton Campus,1,885.2520071
250,2295,1877,HOLLIS ST,1877 HOLLIS ST, Sexton Campus,1,902.1535422
251,2329,5151,GEORGE ST,5151 GEORGE ST, Sexton Campus,1,762.4098216
252,2402,5161,GEORGE ST,5161 GEORGE ST, Sexton Campus,1,709.3985567
253,2428,1813,GRANVILLE ST,1813 GRANVILLE ST, Sexton Campus,1,752.7640486
254,2436,1819,GRANVILLE ST,1819 GRANVILLE ST, Sexton Campus,1,773.2399018
255,2444,1824,HOLLIS ST,1824 HOLLIS ST, Sexton Campus,1,830.0099125
256,2444,5162,DUKE ST,5162 DUKE ST, Sexton Campus,1,820.7157578
257,2451,1820,HOLLIS ST,1820 HOLLIS ST, Sexton Campus,1,813.6242098
258,2501,1785,BARRINGTON ST,1785 BARRINGTON ST, Sexton Campus,1,654.0165435
259,2501,1786,GRANVILLE ST,1786 GRANVILLE ST, Sexton Campus,1,672.1801634
260,2501,1791,BARRINGTON ST,1791 BARRINGTON ST, Sexton Campus,1,667.9357573
261,2501,1800,GRANVILLE ST,1800 GRANVILLE ST, Sexton Campus,1,722.6725952
262,2535,1809,BARRINGTON ST,1809 BARRINGTON ST, Sexton Campus,1,719.1893189
263,2535,1810,GRANVILLE ST,1810 GRANVILLE ST, Sexton Campus,1,749.7534643
264,2576,1713,BEDFORD ROW,1713 BEDFORD ROW, Sexton Campus,1,718.0336989
265,2584,1741,HOLLIS ST,1741 HOLLIS ST, Sexton Campus,1,757.088211
266,2592,1723,HOLLIS ST,1723 HOLLIS ST, Sexton Campus,1,668.0517503
267,2600,1709,HOLLIS ST,1709 HOLLIS ST, Sexton Campus,1,638.2099057
268,2618,1726,HOLLIS ST,1726 HOLLIS ST, Sexton Campus,1,624.4616397
269,2626,1740,GRANVILLE ST,1740 GRANVILLE ST, Sexton Campus,1,657.5827195
270,2642,1724,GRANVILLE ST,1724 GRANVILLE ST, Sexton Campus,1,613.9679511
271,2659,1700,GRANVILLE ST,1700 GRANVILLE ST, Sexton Campus,1,593.0289606
272,2683,1705,BARRINGTON ST,1705 BARRINGTON ST, Sexton Campus,1,535.4724221
273,2683,1707,BARRINGTON ST,1707 BARRINGTON ST, Sexton Campus,1,538.3271784
274,2691,1709,BARRINGTON ST,1709 BARRINGTON ST, Sexton Campus,1,541.8022564
275,2691,1711,BARRINGTON ST,1711 BARRINGTON ST, Sexton Campus,1,544.3102445
276,2717,1715,BARRINGTON ST,1715 BARRINGTON ST, Sexton Campus,1,556.1367184
277,2717,1717,BARRINGTON ST,1717 BARRINGTON ST, Sexton Campus,1,559.5082298
278,2725,1721,BARRINGTON ST,1721 BARRINGTON ST, Sexton Campus,1,566.4335914
279,2725,1723,BARRINGTON ST,1723 BARRINGTON ST, Sexton Campus,1,569.3434878
280,2733,1725,BARRINGTON ST,1725 BARRINGTON ST, Sexton Campus,1,573.515021
281,2733,1727,BARRINGTON ST,1727 BARRINGTON ST, Sexton Campus,1,577.5943154
282,2741,1729,BARRINGTON ST,1729 BARRINGTON ST, Sexton Campus,1,581.8470585
283,2782,1770,BARRINGTON ST,1770 BARRINGTON ST, Sexton Campus,1,657.9072371
284,2782,1841,ARGYLE ST,1841 ARGYLE ST, Sexton Campus,1,786.575179
285,2790,1749,ARGYLE ST,1749 ARGYLE ST, Sexton Campus,1,610.3311609
286,2808,1800,ARGYLE ST,1800 ARGYLE ST, Sexton Campus,1,752.2641656
287,2816,1735,GRAFTON ST,1735 GRAFTON ST, Sexton Campus,1,687.9073381
288,2816,1737,GRAFTON ST,1737 GRAFTON ST, Sexton Campus,1,694.7562683
289,2816,1739,GRAFTON ST,1739 GRAFTON ST, Sexton Campus,1,700.8722969
290,2816,1741,GRAFTON ST,1741 GRAFTON ST, Sexton Campus,1,707.713851
291,2816,1743,GRAFTON ST,1743 GRAFTON ST, Sexton Campus,1,721.3078023
292,2816,5238,CARMICHAEL ST,5238 CARMICHAEL ST, Sexton Campus,1,728.4637776
293,2824,1726,ARGYLE ST,1726 ARGYLE ST, Sexton Campus,1,638.3035485
294,2832,1717,GRAFTON ST,1717 GRAFTON ST, Sexton Campus,1,670.1347514
295,2832,1718,ARGYLE ST,1718 ARGYLE ST, Sexton Campus,1,621.4704224
296,2857,1706,ARGYLE ST,1706 ARGYLE ST, Sexton Campus,1,599.3607583
297,2881,5233,PRINCE ST,5233 PRINCE ST, Sexton Campus,1,605.4502568
298,2899,1707,GRAFTON ST,1707 GRAFTON ST, Sexton Campus,1,623.3691323
299,2899,5243,PRINCE ST,5243 PRINCE ST, Sexton Campus,1,619.2628502
300,2907,1725,MARKET ST,1725 MARKET ST, Sexton Campus,1,739.6492731
301,2907,1726,GRAFTON ST,1726 GRAFTON ST, Sexton Campus,1,673.2293533
302,2907,1744,GRAFTON ST,1744 GRAFTON ST, Sexton Campus,1,763.4670901
303,2915,5284,DUKE ST,5284 DUKE ST, Sexton Campus,1,921.6155217
304,2931,1741,BRUNSWICK ST,1741 BRUNSWICK ST, Sexton Campus,1,756.1280151
305,2931,1770,MARKET ST,1770 MARKET ST, Sexton Campus,1,755.8287072
306,2949,1712,MARKET ST,1712 MARKET ST, Sexton Campus,1,695.874323
307,2949,1730,MARKET ST,1730 MARKET ST, Sexton Campus,1,721.0762682
308,2949,5287,PRINCE ST,5287 PRINCE ST, Sexton Campus,1,701.7211163
