ObjectID,PID,Civic.Number,Street,Full.Civic.Address,Closest.University,DestinationRank,Total_Length
4352,49890,1552,VERNON ST,1552 VERNON ST, Studley Campus,1,131.4082148
4353,49890,1554,VERNON ST,1554 VERNON ST, Studley Campus,1,134.2835769
4354,49908,1548,VERNON ST,1548 VERNON ST, Studley Campus,1,121.620532
4355,49916,1544,VERNON ST,1544 VERNON ST, Studley Campus,1,111.5654772
4356,49924,1540,VERNON ST,1540 VERNON ST, Studley Campus,1,101.496881
4357,49957,2579,CONNAUGHT AVE,2579 CONNAUGHT AVE, Studley Campus,1,1832.837625
4358,49965,1190,BARRINGTON ST,1190 BARRINGTON ST, Sexton Campus,1,248.1787752
4359,49973,5800,SPRING GARDEN RD,5800 SPRING GARDEN RD, Carlton Campus,1,223.5309832
4360,49973,5820,SPRING GARDEN RD,5820 SPRING GARDEN RD, Carlton Campus,1,81.2344662
4361,49981,6269,WINDCREST TERR,6269 WINDCREST TERR, Studley Campus,1,2300.862951
4362,50005,5770,SPRING GARDEN RD,5770 SPRING GARDEN RD, Carlton Campus,1,161.8599647
4363,50013,5750,SPRING GARDEN RD,5750 SPRING GARDEN RD, Carlton Campus,1,323.2586719
4364,50021,6028,INGLIS ST,6028 INGLIS ST, SMU Center,1,119.4357041
4365,50039,971,MARLBOROUGH AVE,971 MARLBOROUGH AVE, SMU Center,1,164.8839965
4366,50047,963,MARLBOROUGH AVE,963 MARLBOROUGH AVE, SMU Center,1,181.9640657
4367,50054,957,MARLBOROUGH AVE,957 MARLBOROUGH AVE, SMU Center,1,197.4113922
4368,50062,951,MARLBOROUGH AVE,951 MARLBOROUGH AVE, SMU Center,1,187.2076931
4369,50070,941,MARLBOROUGH AVE,941 MARLBOROUGH AVE, SMU Center,1,169.779337
4370,50088,937,MARLBOROUGH AVE,937 MARLBOROUGH AVE, SMU Center,1,153.3776928
4371,50096,927,MARLBOROUGH AVE,927 MARLBOROUGH AVE, SMU Center,1,136.7524004
4372,50104,913,MARLBOROUGH AVE,913 MARLBOROUGH AVE, SMU Center,1,102.6515585
4373,50112,6021,ROXTON RD,6021 ROXTON RD, SMU Center,1,47.13779593
4374,50120,912,MARLBOROUGH AVE,912 MARLBOROUGH AVE, SMU Center,1,105.3730087
4375,50138,926,MARLBOROUGH AVE,926 MARLBOROUGH AVE, SMU Center,1,134.8178775
4376,50146,932,MARLBOROUGH AVE,932 MARLBOROUGH AVE, SMU Center,1,151.7354673
4377,50153,940,MARLBOROUGH AVE,940 MARLBOROUGH AVE, SMU Center,1,167.9470446
4378,50161,950,MARLBOROUGH AVE,950 MARLBOROUGH AVE, SMU Center,1,188.5774428
4379,50179,962,MARLBOROUGH AVE,962 MARLBOROUGH AVE, SMU Center,1,187.8851854
4380,50187,972,MARLBOROUGH AVE,972 MARLBOROUGH AVE, SMU Center,1,169.7670967
4381,50195,976,MARLBOROUGH AVE,976 MARLBOROUGH AVE, SMU Center,1,150.2964691
4382,50203,6046,INGLIS ST,6046 INGLIS ST, SMU Center,1,123.8608823
4383,50211,6052,INGLIS ST,6052 INGLIS ST, SMU Center,1,134.1268855
4384,50229,6058,INGLIS ST,6058 INGLIS ST, SMU Center,1,211.1302258
4385,50237,6070,INGLIS ST,6070 INGLIS ST, SMU Center,1,209.6466453
4386,50245,971,GREENWOOD AVE,971 GREENWOOD AVE, SMU Center,1,248.1746162
4387,50252,963,GREENWOOD AVE,963 GREENWOOD AVE, SMU Center,1,266.4040034
4388,50260,955,GREENWOOD AVE,955 GREENWOOD AVE, SMU Center,1,283.0166085
4389,50278,947,GREENWOOD AVE,947 GREENWOOD AVE, SMU Center,1,272.3017023
4390,50286,941,GREENWOOD AVE,941 GREENWOOD AVE, SMU Center,1,253.7477964
4391,50294,933,GREENWOOD AVE,933 GREENWOOD AVE, SMU Center,1,235.005352
4392,50302,927,GREENWOOD AVE,927 GREENWOOD AVE, SMU Center,1,218.8711993
4393,50310,911,GREENWOOD AVE,911 GREENWOOD AVE, SMU Center,1,190.397968
4394,50328,6061,ROXTON RD,6061 ROXTON RD, SMU Center,1,135.4282169
4395,50336,6053,ROXTON RD,6053 ROXTON RD, SMU Center,1,120.2919443
4396,50344,908,GREENWOOD AVE,908 GREENWOOD AVE, SMU Center,1,189.2923414
4397,50351,926,GREENWOOD AVE,926 GREENWOOD AVE, SMU Center,1,219.8730695
4398,50369,932,GREENWOOD AVE,932 GREENWOOD AVE, SMU Center,1,234.893074
4399,50377,940,GREENWOOD AVE,940 GREENWOOD AVE, SMU Center,1,251.6294216
4400,50385,948,GREENWOOD AVE,948 GREENWOOD AVE, SMU Center,1,270.0400967
4401,50393,958,GREENWOOD AVE,958 GREENWOOD AVE, SMU Center,1,280.9159705
4402,50401,966,GREENWOOD AVE,966 GREENWOOD AVE, SMU Center,1,262.3808755
4403,50419,976,GREENWOOD AVE,976 GREENWOOD AVE, SMU Center,1,237.0709639
4404,50435,6098,INGLIS ST,6098 INGLIS ST, SMU Center,1,233.5850744
4405,50443,6104,INGLIS ST,6104 INGLIS ST, SMU Center,1,293.4325658
4406,50450,979,BELLEVUE AVE,979 BELLEVUE AVE, SMU Center,1,323.1870204
4407,50468,971,BELLEVUE AVE,971 BELLEVUE AVE, SMU Center,1,339.9805792
4408,50476,965,BELLEVUE AVE,965 BELLEVUE AVE, SMU Center,1,356.0851431
4409,50484,955,BELLEVUE AVE,955 BELLEVUE AVE, SMU Center,1,371.9370669
4410,50492,947,BELLEVUE AVE,947 BELLEVUE AVE, SMU Center,1,359.5069591
4411,50500,939,BELLEVUE AVE,939 BELLEVUE AVE, SMU Center,1,341.5039299
4412,50518,933,BELLEVUE AVE,933 BELLEVUE AVE, SMU Center,1,325.1350533
4413,50526,925,BELLEVUE AVE,925 BELLEVUE AVE, SMU Center,1,311.7007887
4414,50534,6105,ROXTON RD,6105 ROXTON RD, SMU Center,1,278.8282377
4415,50542,6097,ROXTON RD,6097 ROXTON RD, SMU Center,1,218.413249
4416,50559,6081,ROXTON RD,6081 ROXTON RD, SMU Center,1,203.5815864
4417,50567,900,BELLEVUE AVE,900 BELLEVUE AVE, SMU Center,1,321.5314063
4418,50575,906,BELLEVUE AVE,906 BELLEVUE AVE, SMU Center,1,330.6413316
4419,50583,910,BELLEVUE AVE,910 BELLEVUE AVE, SMU Center,1,281.180714
4420,50591,920,BELLEVUE AVE,920 BELLEVUE AVE, SMU Center,1,293.972024
4421,50609,928,BELLEVUE AVE,928 BELLEVUE AVE, SMU Center,1,313.3089505
4422,50617,932,BELLEVUE AVE,932 BELLEVUE AVE, SMU Center,1,331.1395639
4423,50625,940,BELLEVUE AVE,940 BELLEVUE AVE, SMU Center,1,347.0170969
4424,50633,950,BELLEVUE AVE,950 BELLEVUE AVE, SMU Center,1,363.566074
4425,50641,958,BELLEVUE AVE,958 BELLEVUE AVE, SMU Center,1,369.1180378
4426,50658,964,BELLEVUE AVE,964 BELLEVUE AVE, SMU Center,1,351.3475244
4427,50666,970,BELLEVUE AVE,970 BELLEVUE AVE, SMU Center,1,335.719136
4428,50674,980,BELLEVUE AVE,980 BELLEVUE AVE, SMU Center,1,323.4807662
4429,50682,984,BELLEVUE AVE,984 BELLEVUE AVE, SMU Center,1,302.9816035
4430,50690,996,BELLEVUE AVE,996 BELLEVUE AVE, SMU Center,1,292.890093
4431,50708,6140,INGLIS ST,6140 INGLIS ST, SMU Center,1,376.742275
4432,50716,981,RITCHIE DR,981 RITCHIE DR, SMU Center,1,391.3811245
4433,50724,975,RITCHIE DR,975 RITCHIE DR, SMU Center,1,408.4908147
4434,50732,967,RITCHIE DR,967 RITCHIE DR, SMU Center,1,423.672905
4435,50740,959,RITCHIE DR,959 RITCHIE DR, SMU Center,1,441.6385097
4436,50757,953,RITCHIE DR,953 RITCHIE DR, SMU Center,1,457.5213304
4437,50765,943,RITCHIE DR,943 RITCHIE DR, SMU Center,1,475.294389
4438,50773,937,RITCHIE DR,937 RITCHIE DR, SMU Center,1,482.8683623
4439,50781,931,RITCHIE DR,931 RITCHIE DR, SMU Center,1,403.712539
4440,50799,923,RITCHIE DR,923 RITCHIE DR, SMU Center,1,457.7691993
4441,50807,951,BEAUFORT AVE,951 BEAUFORT AVE, SMU Center,1,408.0632081
4442,50815,941,BEAUFORT AVE,941 BEAUFORT AVE, SMU Center,1,385.8308004
4443,50823,931,BEAUFORT AVE,931 BEAUFORT AVE, SMU Center,1,360.7461401
4444,50831,967,BEAUFORT AVE,967 BEAUFORT AVE, SMU Center,1,452.6462595
4445,50849,940,RITCHIE DR,940 RITCHIE DR, SMU Center,1,486.2544415
4446,50856,946,RITCHIE DR,946 RITCHIE DR, SMU Center,1,465.9881981
4447,50864,952,RITCHIE DR,952 RITCHIE DR, SMU Center,1,455.4533785
4448,50872,960,RITCHIE DR,960 RITCHIE DR, SMU Center,1,436.8302813
4449,50880,968,RITCHIE DR,968 RITCHIE DR, SMU Center,1,421.7669318
4450,50898,976,RITCHIE DR,976 RITCHIE DR, SMU Center,1,404.4349472
4451,50914,6174,INGLIS ST,6174 INGLIS ST, SMU Center,1,412.0902697
4452,50922,6180,INGLIS ST,6180 INGLIS ST, SMU Center,1,432.1954176
4453,50930,6194,INGLIS ST,6194 INGLIS ST, SMU Center,1,463.194974
4454,50948,995,BEAUFORT AVE,995 BEAUFORT AVE, SMU Center,1,532.3072972
4455,50955,991,BEAUFORT AVE,991 BEAUFORT AVE, SMU Center,1,550.8359508
4456,50963,985,BEAUFORT AVE,985 BEAUFORT AVE, SMU Center,1,535.5391599
4457,50971,977,BEAUFORT AVE,977 BEAUFORT AVE, SMU Center,1,494.7871644
4458,50989,973,BEAUFORT AVE,973 BEAUFORT AVE, SMU Center,1,471.8929361
4459,50997,5818,GORSEBROOK AVE,5818 GORSEBROOK AVE, SMU Center,1,207.8202372
4460,51003,5830,GORSEBROOK AVE,5830 GORSEBROOK AVE, SMU Center,1,210.4355543
4461,51011,5840,GORSEBROOK AVE,5840 GORSEBROOK AVE, SMU Center,1,212.6711972
4462,51029,5848,GORSEBROOK AVE,5848 GORSEBROOK AVE, SMU Center,1,214.6488047
4463,51037,5854,GORSEBROOK AVE,5854 GORSEBROOK AVE, SMU Center,1,216.513406
4464,51045,5862,GORSEBROOK AVE,5862 GORSEBROOK AVE, SMU Center,1,218.3539839
4465,51052,5872,GORSEBROOK AVE,5872 GORSEBROOK AVE, SMU Center,1,220.2533769
4466,51060,5880,GORSEBROOK AVE,5880 GORSEBROOK AVE, SMU Center,1,222.5134025
4467,51078,5888,GORSEBROOK AVE,5888 GORSEBROOK AVE, SMU Center,1,224.5419354
4468,51094,5929,ROGERS DR,5929 ROGERS DR, SMU Center,1,464.5024348
4469,51102,5921,ROGERS DR,5921 ROGERS DR, SMU Center,1,446.5826025
4470,51110,5909,ROGERS DR,5909 ROGERS DR, SMU Center,1,421.6786955
4471,51128,5905,ROGERS DR,5905 ROGERS DR, SMU Center,1,405.591672
4472,51136,5895,ROGERS DR,5895 ROGERS DR, SMU Center,1,384.7982424
4473,51144,5887,ROGERS DR,5887 ROGERS DR, SMU Center,1,364.3775064
4474,51151,5879,ROGERS DR,5879 ROGERS DR, SMU Center,1,345.4849914
4475,51169,5871,ROGERS DR,5871 ROGERS DR, SMU Center,1,324.5986044
4476,51177,5855,ROGERS DR,5855 ROGERS DR, SMU Center,1,279.5642434
4477,51185,5870,ROGERS DR,5870 ROGERS DR, SMU Center,1,337.1373796
4478,51193,5876,ROGERS DR,5876 ROGERS DR, SMU Center,1,358.4783476
4479,51201,5894,ROGERS DR,5894 ROGERS DR, SMU Center,1,381.2900886
4480,51219,5904,ROGERS DR,5904 ROGERS DR, SMU Center,1,402.4479645
4481,51235,5930,ROGERS DR,5930 ROGERS DR, SMU Center,1,465.3232281
4482,51243,6029,INGLIS ST,6029 INGLIS ST, SMU Center,1,119.7990251
4483,51250,6019,INGLIS ST,6019 INGLIS ST, SMU Center,1,55.92290884
4484,51268,6009,INGLIS ST,6009 INGLIS ST, SMU Center,1,45.80053059
4485,51276,1028,ROBIE ST,1028 ROBIE ST, SMU Center,1,78.43740585
4486,51292,1044,ROBIE ST,1044 ROBIE ST, SMU Center,1,117.009726
4487,51300,1052,ROBIE ST,1052 ROBIE ST, SMU Center,1,131.0522597
4488,51318,1054,ROBIE ST,1054 ROBIE ST, SMU Center,1,190.4431607
4489,51326,1057,MARLBOROUGH AVE,1057 MARLBOROUGH AVE, SMU Center,1,224.9439317
4490,51334,1053,MARLBOROUGH AVE,1053 MARLBOROUGH AVE, SMU Center,1,205.7708111
4491,51342,1047,MARLBOROUGH AVE,1047 MARLBOROUGH AVE, SMU Center,1,192.1075833
4492,51359,1039,MARLBOROUGH AVE,1039 MARLBOROUGH AVE, SMU Center,1,174.2674737
4493,51367,1031,MARLBOROUGH AVE,1031 MARLBOROUGH AVE, SMU Center,1,154.438515
4494,51375,6061,INGLIS ST,6061 INGLIS ST, SMU Center,1,204.9612262
4495,51383,6057,INGLIS ST,6057 INGLIS ST, SMU Center,1,142.252786
4496,51391,6049,INGLIS ST,6049 INGLIS ST, SMU Center,1,127.0482622
4497,51409,6043,INGLIS ST,6043 INGLIS ST, SMU Center,1,115.7858531
4498,51417,1026,MARLBOROUGH AVE,1026 MARLBOROUGH AVE, SMU Center,1,140.5126944
4499,51425,1030,MARLBOROUGH AVE,1030 MARLBOROUGH AVE, SMU Center,1,155.6340457
4500,51433,1036,MARLBOROUGH AVE,1036 MARLBOROUGH AVE, SMU Center,1,168.3751809
4501,51441,1042,MARLBOROUGH AVE,1042 MARLBOROUGH AVE, SMU Center,1,181.3212682
4502,51458,1048,MARLBOROUGH AVE,1048 MARLBOROUGH AVE, SMU Center,1,193.1129377
4503,51466,1054,MARLBOROUGH AVE,1054 MARLBOROUGH AVE, SMU Center,1,273.1240113
4504,51474,1053,GREENWOOD AVE,1053 GREENWOOD AVE, SMU Center,1,295.4025005
4505,51482,1047,GREENWOOD AVE,1047 GREENWOOD AVE, SMU Center,1,280.4541493
4506,51490,1035,GREENWOOD AVE,1035 GREENWOOD AVE, SMU Center,1,254.4344553
4507,51508,1029,GREENWOOD AVE,1029 GREENWOOD AVE, SMU Center,1,240.5355712
4508,51516,1019,GREENWOOD AVE,1019 GREENWOOD AVE, SMU Center,1,225.2962643
4509,51524,6067,INGLIS ST,6067 INGLIS ST, SMU Center,1,204.2934002
4510,51532,6101,INGLIS ST,6101 INGLIS ST, SMU Center,1,288.6821302
4511,51540,6095,INGLIS ST,6095 INGLIS ST, SMU Center,1,232.2934806
4512,51557,6087,INGLIS ST,6087 INGLIS ST, SMU Center,1,215.4770768
4513,51565,6081,INGLIS ST,6081 INGLIS ST, SMU Center,1,201.7894665
4514,51573,1022,GREENWOOD AVE,1022 GREENWOOD AVE, SMU Center,1,225.8712663
4515,51581,1030,GREENWOOD AVE,1030 GREENWOOD AVE, SMU Center,1,243.5870788
4516,51599,1038,GREENWOOD AVE,1038 GREENWOOD AVE, SMU Center,1,259.9320207
4517,51607,1044,GREENWOOD AVE,1044 GREENWOOD AVE, SMU Center,1,275.7667876
4518,51615,1050,GREENWOOD AVE,1050 GREENWOOD AVE, SMU Center,1,339.349636
4519,51623,1051,BELLEVUE AVE,1051 BELLEVUE AVE, SMU Center,1,377.4182167
4520,51631,1045,BELLEVUE AVE,1045 BELLEVUE AVE, SMU Center,1,363.1785228
4521,51649,1039,BELLEVUE AVE,1039 BELLEVUE AVE, SMU Center,1,349.3768459
4522,51656,1033,BELLEVUE AVE,1033 BELLEVUE AVE, SMU Center,1,333.7013693
4523,51664,1025,BELLEVUE AVE,1025 BELLEVUE AVE, SMU Center,1,312.9060933
4524,51672,5994,CAMPBELL DR,5994 CAMPBELL DR, SMU Center,1,1012.763513
4525,51680,5990,CAMPBELL DR,5990 CAMPBELL DR, SMU Center,1,1027.767684
4526,51698,5982,CAMPBELL DR,5982 CAMPBELL DR, SMU Center,1,1040.982053
4527,51706,5976,CAMPBELL DR,5976 CAMPBELL DR, SMU Center,1,1058.041558
4528,51714,5968,CAMPBELL DR,5968 CAMPBELL DR, SMU Center,1,1074.228062
4529,51722,5964,CAMPBELL DR,5964 CAMPBELL DR, SMU Center,1,1090.207802
4530,51730,5960,CAMPBELL DR,5960 CAMPBELL DR, SMU Center,1,1090.207802
4531,51748,5961,CAMPBELL DR,5961 CAMPBELL DR, SMU Center,1,1090.207802
4532,51755,5965,CAMPBELL DR,5965 CAMPBELL DR, SMU Center,1,1084.334287
4533,51763,5971,CAMPBELL DR,5971 CAMPBELL DR, SMU Center,1,1070.377041
4534,51771,5979,CAMPBELL DR,5979 CAMPBELL DR, SMU Center,1,1050.864766
4535,51789,5860,PINE HILL DR,5860 PINE HILL DR, SMU Center,1,552.821329
4536,51797,5870,PINE HILL DR,5870 PINE HILL DR, SMU Center,1,573.2297022
4537,51805,5890,PINE HILL CRES,5890 PINE HILL CRES, SMU Center,1,630.6217748
4538,51813,5896,PINE HILL CRES,5896 PINE HILL CRES, SMU Center,1,624.1782062
4539,51821,5900,PINE HILL CRES,5900 PINE HILL CRES, SMU Center,1,634.9156347
4540,51839,5908,PINE HILL CRES,5908 PINE HILL CRES, SMU Center,1,590.1740808
4541,51847,5916,PINE HILL CRES,5916 PINE HILL CRES, SMU Center,1,650.8727293
4542,51854,5920,PINE HILL DR,5920 PINE HILL DR, SMU Center,1,666.4069944
4543,51862,5930,PINE HILL DR,5930 PINE HILL DR, SMU Center,1,678.6084794
4544,51870,5810,PINE HILL DR,5810 PINE HILL DR, SMU Center,1,429.021546
4545,51888,5820,PINE HILL DR,5820 PINE HILL DR, SMU Center,1,452.8878208
4546,51896,5826,PINE HILL DR,5826 PINE HILL DR, SMU Center,1,470.9004994
4547,51904,5832,PINE HILL DR,5832 PINE HILL DR, SMU Center,1,670.5970039
4548,51912,5838,PINE HILL DR,5838 PINE HILL DR, SMU Center,1,499.9819769
4549,51920,5844,PINE HILL DR,5844 PINE HILL DR, SMU Center,1,514.4332293
4550,51938,5850,PINE HILL DR,5850 PINE HILL DR, SMU Center,1,530.3573375
4551,51946,867,ROBIE ST,867 ROBIE ST, SMU Center,1,14.22609042
4552,51946,903,ROBIE ST,903 ROBIE ST, SMU Center,1,14.82571779
4553,51953,883,ROBIE ST,883 ROBIE ST, SMU Center,1,10.66305139
4554,51961,786,TOWER RD,786 TOWER RD, SMU Center,1,276.602267
4555,51979,780,TOWER RD,780 TOWER RD, SMU Center,1,285.2010952
4556,51987,774,TOWER RD,774 TOWER RD, SMU Center,1,299.4880296
4557,51995,764,BOWER RD,764 BOWER RD, SMU Center,1,349.2024488
4558,52027,6203,INGLIS ST,6203 INGLIS ST, SMU Center,1,476.0127797
4559,52035,6199,INGLIS ST,6199 INGLIS ST, SMU Center,1,460.8276745
4560,52043,6193,INGLIS ST,6193 INGLIS ST, SMU Center,1,448.3119254
4561,52050,6187,INGLIS ST,6187 INGLIS ST, SMU Center,1,433.3602759
4562,52068,6177,INGLIS ST,6177 INGLIS ST, SMU Center,1,417.1021203
4563,52076,6171,INGLIS ST,6171 INGLIS ST, SMU Center,1,400.9812504
4564,52084,6165,INGLIS ST,6165 INGLIS ST, SMU Center,1,387.3885998
4565,52092,6157,INGLIS ST,6157 INGLIS ST, SMU Center,1,371.2018745
4566,52100,6149,INGLIS ST,6149 INGLIS ST, SMU Center,1,357.330109
4567,52118,6143,INGLIS ST,6143 INGLIS ST, SMU Center,1,342.9514327
4568,52126,6137,INGLIS ST,6137 INGLIS ST, SMU Center,1,329.1743433
4569,52134,1010,BELLEVUE AVE,1010 BELLEVUE AVE, SMU Center,1,265.7308509
4570,52142,1020,BELLEVUE AVE,1020 BELLEVUE AVE, SMU Center,1,303.4922658
4571,52159,1030,BELLEVUE AVE,1030 BELLEVUE AVE, SMU Center,1,321.7149147
4572,52167,1034,BELLEVUE AVE,1034 BELLEVUE AVE, SMU Center,1,338.5618804
4573,52175,1050,BELLEVUE AVE,1050 BELLEVUE AVE, SMU Center,1,375.0525209
4574,52183,1060,BELLEVUE AVE,1060 BELLEVUE AVE, SMU Center,1,398.3711126
4575,52191,6126,REGINA TERR,6126 REGINA TERR, SMU Center,1,469.3551682
4576,52191,6128,REGINA TERR,6128 REGINA TERR, SMU Center,1,475.9295946
4577,52209,6132,REGINA TERR,6132 REGINA TERR, SMU Center,1,496.6195348
4578,52217,6138,REGINA TERR,6138 REGINA TERR, SMU Center,1,507.9294286
4579,52225,6144,REGINA TERR,6144 REGINA TERR, SMU Center,1,522.5172406
4580,52233,6150,REGINA TERR,6150 REGINA TERR, SMU Center,1,537.5082703
4581,52241,6160,REGINA TERR,6160 REGINA TERR, SMU Center,1,554.8848694
4582,52258,6164,REGINA TERR,6164 REGINA TERR, SMU Center,1,568.834967
4583,52266,6178,REGINA TERR,6178 REGINA TERR, SMU Center,1,584.5432776
4584,52274,6192,REGINA TERR,6192 REGINA TERR, SMU Center,1,627.8203692
4585,52282,6200,REGINA TERR,6200 REGINA TERR, SMU Center,1,645.2093978
4586,52290,6208,REGINA TERR,6208 REGINA TERR, SMU Center,1,660.3506307
4587,52308,6214,REGINA TERR,6214 REGINA TERR, Studley Campus,1,669.5021275
4588,52316,6224,REGINA TERR,6224 REGINA TERR, Studley Campus,1,650.8742342
4589,52332,1025,BEAUFORT AVE,1025 BEAUFORT AVE, Studley Campus,1,619.8195676
4590,52340,1021,BEAUFORT AVE,1021 BEAUFORT AVE, SMU Center,1,611.6512822
4591,52357,1017,BEAUFORT AVE,1017 BEAUFORT AVE, SMU Center,1,579.3895572
4592,52365,1011,BEAUFORT AVE,1011 BEAUFORT AVE, SMU Center,1,560.4146758
4593,52373,1005,BEAUFORT AVE,1005 BEAUFORT AVE, SMU Center,1,537.3373655
4594,52381,5920,GORSEBROOK AVE,5920 GORSEBROOK AVE, SMU Center,1,465.3232281
4595,52415,6241,REGINA TERR,6241 REGINA TERR, Studley Campus,1,608.6848813
4596,52423,6235,REGINA TERR,6235 REGINA TERR, Studley Campus,1,625.9796676
4597,52431,6229,REGINA TERR,6229 REGINA TERR, Studley Campus,1,638.442599
4598,52449,6221,REGINA TERR,6221 REGINA TERR, Studley Campus,1,653.2811289
4599,52456,6215,REGINA TERR,6215 REGINA TERR, Studley Campus,1,668.0056515
4600,52464,6207,REGINA TERR,6207 REGINA TERR, SMU Center,1,661.3780728
4601,52472,6201,REGINA TERR,6201 REGINA TERR, SMU Center,1,636.9308841
4602,52480,6189,REGINA TERR,6189 REGINA TERR, SMU Center,1,620.1957161
4603,52498,6177,REGINA TERR,6177 REGINA TERR, SMU Center,1,593.7939753
4604,52506,6169,REGINA TERR,6169 REGINA TERR, SMU Center,1,570.1944064
4605,52514,6161,REGINA TERR,6161 REGINA TERR, SMU Center,1,544.5233093
4606,52522,6121,REGINA TERR,6121 REGINA TERR, SMU Center,1,466.1879535
4607,52530,6120,OAKLAND RD,6120 OAKLAND RD, Studley Campus,1,416.4739538
4608,52548,6128,OAKLAND RD,6128 OAKLAND RD, Studley Campus,1,359.9496794
4609,52563,6150,OAKLAND RD,6150 OAKLAND RD, Studley Campus,1,361.6460747
4610,52571,6154,OAKLAND RD,6154 OAKLAND RD, Studley Campus,1,377.3539082
4611,52589,6162,OAKLAND RD,6162 OAKLAND RD, Studley Campus,1,375.7957662
4612,52597,6174,OAKLAND RD,6174 OAKLAND RD, Studley Campus,1,353.2084251
4613,52605,6180,OAKLAND RD,6180 OAKLAND RD, Studley Campus,1,332.8681738
4614,52613,6196,OAKLAND RD,6196 OAKLAND RD, Studley Campus,1,308.2702679
4615,52621,6200,OAKLAND RD,6200 OAKLAND RD, Studley Campus,1,324.4597343
4616,52639,6212,OAKLAND RD,6212 OAKLAND RD, Studley Campus,1,347.4081319
4617,52647,6230,OAKLAND RD,6230 OAKLAND RD, Studley Campus,1,367.7676862
4618,52654,6240,OAKLAND RD,6240 OAKLAND RD, Studley Campus,1,391.6737728
4619,52662,6250,OAKLAND RD,6250 OAKLAND RD, Studley Campus,1,412.9930264
4620,52670,6262,OAKLAND RD,6262 OAKLAND RD, Studley Campus,1,438.207859
4621,52688,6278,OAKLAND RD,6278 OAKLAND RD, Studley Campus,1,470.1289563
4622,52696,6286,OAKLAND RD,6286 OAKLAND RD, Studley Campus,1,469.4759103
4623,52704,6300,OAKLAND RD,6300 OAKLAND RD, Studley Campus,1,450.5714475
4624,52712,5544,LIVINGSTONE PL,5544 LIVINGSTONE PL, Carlton Campus,1,3255.774377
4625,52720,5542,LIVINGSTONE PL,5542 LIVINGSTONE PL, Carlton Campus,1,3261.077124
4626,52738,960,TOWER RD,960 TOWER RD, SMU Center,1,170.619033
4627,52746,1000,BELMONT ON THE ARM,1000 BELMONT ON THE ARM, SMU Center,1,602.2404516
4628,52753,1155,BELMONT ON THE ARM,1155 BELMONT ON THE ARM, SMU Center,1,654.2509969
4629,52761,1147,BELMONT ON THE ARM,1147 BELMONT ON THE ARM, SMU Center,1,669.6893463
4630,52779,1139,BELMONT ON THE ARM,1139 BELMONT ON THE ARM, SMU Center,1,684.7386903
4631,52787,1133,BELMONT ON THE ARM,1133 BELMONT ON THE ARM, SMU Center,1,701.3972057
4632,52795,1127,BELMONT ON THE ARM,1127 BELMONT ON THE ARM, SMU Center,1,717.2683348
4633,52803,1123,BELMONT ON THE ARM,1123 BELMONT ON THE ARM, SMU Center,1,731.2905147
4634,52811,1113,BELMONT ON THE ARM,1113 BELMONT ON THE ARM, SMU Center,1,748.8074245
4635,52829,1109,BELMONT ON THE ARM,1109 BELMONT ON THE ARM, SMU Center,1,759.1762263
4636,52837,1105,BELMONT ON THE ARM,1105 BELMONT ON THE ARM, SMU Center,1,768.4165424
4637,52852,1101,BELMONT ON THE ARM,1101 BELMONT ON THE ARM, SMU Center,1,775.4163166
4638,52860,1097,BELMONT ON THE ARM,1097 BELMONT ON THE ARM, SMU Center,1,784.9441095
4639,52878,1093,BELMONT ON THE ARM,1093 BELMONT ON THE ARM, SMU Center,1,684.7386903
4640,52886,1087,BELMONT ON THE ARM,1087 BELMONT ON THE ARM, SMU Center,1,799.8691505
4641,52894,1079,BELMONT ON THE ARM,1079 BELMONT ON THE ARM, SMU Center,1,809.435942
4642,52902,1069,BELMONT ON THE ARM,1069 BELMONT ON THE ARM, SMU Center,1,785.7026911
4643,52910,1055,BELMONT ON THE ARM,1055 BELMONT ON THE ARM, SMU Center,1,759.4442104
4644,52936,1033,BELMONT ON THE ARM,1033 BELMONT ON THE ARM, SMU Center,1,703.1342319
4645,52951,1025,BELMONT ON THE ARM,1025 BELMONT ON THE ARM, SMU Center,1,680.4833946
4646,52969,1021,BELMONT ON THE ARM,1021 BELMONT ON THE ARM, SMU Center,1,666.9751885
4647,52977,1015,BELMONT ON THE ARM,1015 BELMONT ON THE ARM, SMU Center,1,654.8359025
4648,52985,1011,BELMONT ON THE ARM,1011 BELMONT ON THE ARM, SMU Center,1,641.8420957
4649,52993,1007,BELMONT ON THE ARM,1007 BELMONT ON THE ARM, SMU Center,1,602.4835045
4650,53009,1020,BELMONT ON THE ARM,1020 BELMONT ON THE ARM, SMU Center,1,671.6712931
4651,53017,1170,BELMONT ON THE ARM,1170 BELMONT ON THE ARM, SMU Center,1,716.0135444
4652,53025,1160,BELMONT ON THE ARM,1160 BELMONT ON THE ARM, SMU Center,1,633.4156154
4653,53033,1156,BELMONT ON THE ARM,1156 BELMONT ON THE ARM, SMU Center,1,742.6025452
4654,53041,1150,BELMONT ON THE ARM,1150 BELMONT ON THE ARM, SMU Center,1,757.9587964
4655,53058,1144,BELMONT ON THE ARM,1144 BELMONT ON THE ARM, SMU Center,1,770.7020284
4656,53066,1138,BELMONT ON THE ARM,1138 BELMONT ON THE ARM, SMU Center,1,783.5306007
