ObjectID_1,PID,Civic.Number,Street,Full.Civ.Add,Closest.Uni,Dist.Uni,Destination,Dist.CBD
4093,48082,1623,OXFORD ST,1623 OXFORD ST,Studley Campus,345.8793173,City Hall,2234.817181
4094,48090,1631,OXFORD ST,1631 OXFORD ST,Studley Campus,361.175061,City Hall,2219.521437
4095,48108,6384,JENNINGS ST,6384 JENNINGS ST,Studley Campus,352.2858648,City Hall,2163.467585
4096,48116,1604,LARCH ST,1604 LARCH ST,Studley Campus,320.3850145,City Hall,2131.566734
4097,48124,1594,LARCH ST,1594 LARCH ST,Studley Campus,253.4483252,City Hall,2149.582603
4098,48124,1596,LARCH ST,1596 LARCH ST,Studley Campus,257.6514673,City Hall,2145.379461
4099,48132,1590,LARCH ST,1590 LARCH ST,Studley Campus,244.9791784,City Hall,2158.05175
4100,48140,1584,LARCH ST,1584 LARCH ST,Studley Campus,234.1305044,City Hall,2168.900424
4101,48140,1586,LARCH ST,1586 LARCH ST,Studley Campus,235.6349094,City Hall,2167.396019
4102,48140,1588,LARCH ST,1588 LARCH ST,Studley Campus,235.0252647,City Hall,2168.005664
4103,48157,1576,LARCH ST,1576 LARCH ST,Studley Campus,219.4159525,City Hall,2183.614976
4104,48165,1570,LARCH ST,1570 LARCH ST,Studley Campus,203.2030189,City Hall,2194.84736
4105,48165,1572,LARCH ST,1572 LARCH ST,Studley Campus,204.9592365,City Hall,2196.603577
4106,48173,,LARCH ST,1564A LARCH ST,Studley Campus,195.2616578,City Hall,2186.905999
4107,48173,,LARCH ST,1564B LARCH ST,Studley Campus,193.1050846,City Hall,2184.749426
4108,48173,1566,LARCH ST,1566 LARCH ST,Studley Campus,195.0848315,City Hall,2186.729172
4109,48173,1568,LARCH ST,1568 LARCH ST,Studley Campus,198.1681389,City Hall,2189.81248
4110,48181,1560,LARCH ST,1560 LARCH ST,Studley Campus,170.7931102,City Hall,2162.437451
4111,48199,1546,LARCH ST,1546 LARCH ST,Studley Campus,148.44217,City Hall,2140.086511
4112,48199,1548,LARCH ST,1548 LARCH ST,Studley Campus,151.8922426,City Hall,2143.536584
4113,48199,1550,LARCH ST,1550 LARCH ST,Studley Campus,156.3319696,City Hall,2147.976311
4114,48207,1538,LARCH ST,1538 LARCH ST,Studley Campus,128.9000196,City Hall,2121.997099
4115,48215,1532,LARCH ST,1532 LARCH ST,Studley Campus,111.7600359,City Hall,2104.857115
4116,48223,1645,OXFORD ST,1645 OXFORD ST,Studley Campus,374.0328144,City Hall,2185.214534
4117,48223,1647,OXFORD ST,1647 OXFORD ST,Studley Campus,366.9266791,City Hall,2178.108399
4118,48231,1649,OXFORD ST,1649 OXFORD ST,Studley Campus,408.1400944,City Hall,2179.802936
4119,48249,1657,OXFORD ST,1657 OXFORD ST,Studley Campus,421.9898364,City Hall,2165.953194
4120,48249,1659,OXFORD ST,1659 OXFORD ST,Studley Campus,426.9619634,City Hall,2160.981067
4121,48256,1663,OXFORD ST,1663 OXFORD ST,Studley Campus,439.1143425,City Hall,2148.828688
4122,48264,1669,OXFORD ST,1669 OXFORD ST,Studley Campus,449.9766597,City Hall,2137.966371
4123,48272,1681,OXFORD ST,1681 OXFORD ST,Studley Campus,480.7365087,City Hall,2107.206522
4124,48280,1689,OXFORD ST,1689 OXFORD ST,Studley Campus,508.3403607,City Hall,2053.225182
4125,48298,6344,JUBILEE RD,6344 JUBILEE RD,Studley Campus,487.4989391,City Hall,2032.38376
4126,48306,6342,JUBILEE RD,6342 JUBILEE RD,Studley Campus,476.8869099,City Hall,2021.771731
4127,48314,6336,JUBILEE RD,6336 JUBILEE RD,Studley Campus,461.0117026,City Hall,2005.896524
4128,48314,6338,JUBILEE RD,6338 JUBILEE RD,Studley Campus,464.4468248,City Hall,2009.331646
4129,48314,6340,JUBILEE RD,6340 JUBILEE RD,Studley Campus,469.4052438,City Hall,2014.290065
4130,48322,1684,LARCH ST,1684 LARCH ST,Studley Campus,405.888365,City Hall,1997.843906
4131,48322,6328,JUBILEE RD,6328 JUBILEE RD,Studley Campus,449.4146124,City Hall,1994.299433
4132,48330,1675,OXFORD ST,1675 OXFORD ST,Studley Campus,462.3741741,City Hall,2125.568856
4133,48330,1676,LARCH ST,1676 LARCH ST,Studley Campus,381.6837244,City Hall,2022.048547
4134,48348,1664,LARCH ST,1664 LARCH ST,Studley Campus,356.6290475,City Hall,2047.103224
4135,48348,1666,LARCH ST,1666 LARCH ST,Studley Campus,359.2841193,City Hall,2044.448152
4136,48348,1668,LARCH ST,1668 LARCH ST,Studley Campus,361.5179244,City Hall,2042.214347
4137,48355,1658,LARCH ST,1658 LARCH ST,Studley Campus,342.5842222,City Hall,2061.148049
4138,48355,1660,LARCH ST,1660 LARCH ST,Studley Campus,345.8703271,City Hall,2057.861944
4139,48363,1648,LARCH ST,1648 LARCH ST,Studley Campus,321.7140424,City Hall,2082.018229
4140,48363,1650,LARCH ST,1650 LARCH ST,Studley Campus,325.3358461,City Hall,2078.396425
4141,48371,1642,LARCH ST,1642 LARCH ST,Studley Campus,316.4294437,City Hall,2127.611164
4142,48389,6381,JENNINGS ST,6381 JENNINGS ST,Studley Campus,344.1305009,City Hall,2155.312221
4143,48397,6345,COBURG RD,6345 COBURG RD,Studley Campus,58.70741183,City Hall,2024.764239
4144,48405,1525,LARCH ST,1525 LARCH ST,Studley Campus,103.6527768,City Hall,2096.749856
4145,48421,1526,LILAC ST,1526 LILAC ST,Studley Campus,99.75113602,City Hall,2032.115881
4146,48447,1555,LARCH ST,1555 LARCH ST,Studley Campus,164.2024388,City Hall,2155.84678
4147,48447,1559,LARCH ST,1559 LARCH ST,Studley Campus,170.9266122,City Hall,2162.570953
4148,48447,6311,PAYZANT AVE,6311 PAYZANT AVE,Studley Campus,158.4714255,City Hall,2120.562547
4149,48454,1565,LARCH ST,1565 LARCH ST,Studley Campus,184.6570496,City Hall,2176.301391
4150,48454,1567,LARCH ST,1567 LARCH ST,Studley Campus,188.8477279,City Hall,2180.492069
4151,48462,1571,LARCH ST,1571 LARCH ST,Studley Campus,202.0070435,City Hall,2193.651385
4152,48470,1575,LARCH ST,1575 LARCH ST,Studley Campus,210.9974327,City Hall,2192.033496
4153,48470,1577,LARCH ST,1577 LARCH ST,Studley Campus,215.6143845,City Hall,2187.416544
4154,48488,1581,LARCH ST,1581 LARCH ST,Studley Campus,228.5442402,City Hall,2174.486688
4155,48496,1589,LARCH ST,1589 LARCH ST,Studley Campus,242.2173198,City Hall,2160.813609
4156,48504,1593,LARCH ST,1593 LARCH ST,Studley Campus,250.78945,City Hall,2152.241478
4157,48504,1595,LARCH ST,1595 LARCH ST,Studley Campus,255.5425656,City Hall,2147.488363
4158,48512,1597,LARCH ST,1597 LARCH ST,Studley Campus,261.157501,City Hall,2141.873427
4159,48512,1599,LARCH ST,1599 LARCH ST,Studley Campus,263.4739738,City Hall,2139.556955
4160,48520,1603,LARCH ST,1603 LARCH ST,Studley Campus,273.6464941,City Hall,2129.384434
4161,48520,1605,LARCH ST,1605 LARCH ST,Studley Campus,278.7129104,City Hall,2124.318018
4162,48520,6304,JENNINGS ST,6304 JENNINGS ST,Studley Campus,321.4192689,City Hall,2081.61166
4163,48538,6296,JENNINGS ST,6296 JENNINGS ST,Studley Campus,340.3646932,City Hall,2062.666235
4164,48538,6298,JENNINGS ST,6298 JENNINGS ST,Studley Campus,336.2202738,City Hall,2066.810655
4165,48546,6292,JENNINGS ST,6292 JENNINGS ST,Studley Campus,350.2640506,City Hall,2052.766878
4166,48546,6294,JENNINGS ST,6294 JENNINGS ST,Studley Campus,346.3845999,City Hall,2056.646328
4167,48553,6290,JENNINGS ST,6290 JENNINGS ST,Studley Campus,358.2300617,City Hall,2044.800867
4168,48561,6286,JENNINGS ST,6286 JENNINGS ST,Studley Campus,358.4054526,City Hall,2034.800369
4169,48579,6282,JENNINGS ST,6282 JENNINGS ST,Studley Campus,348.8111293,City Hall,2025.206046
4170,48587,1626,PRESTON ST,1626 PRESTON ST,Studley Campus,284.5701668,City Hall,2044.223395
4171,48595,1622,PRESTON ST,1622 PRESTON ST,Studley Campus,274.8489315,City Hall,2053.94463
4172,48603,1618,PRESTON ST,1618 PRESTON ST,Studley Campus,265.3473531,City Hall,2063.446208
4173,48611,1614,PRESTON ST,1614 PRESTON ST,Studley Campus,252.2748096,City Hall,2066.198035
4174,48611,1616,PRESTON ST,1616 PRESTON ST,Studley Campus,256.1810146,City Hall,2070.10424
4175,48629,1610,PRESTON ST,1610 PRESTON ST,Studley Campus,245.1958186,City Hall,2068.077535
4176,48637,1604,PRESTON ST,1604 PRESTON ST,Studley Campus,234.8178431,City Hall,2078.455511
4177,48645,1600,PRESTON ST,1600 PRESTON ST,Studley Campus,225.0987796,City Hall,2088.174574
4178,48652,6281,PAYZANT AVE,6281 PAYZANT AVE,Studley Campus,145.9621702,City Hall,2055.910648
4179,48660,6287,PAYZANT AVE,6287 PAYZANT AVE,Studley Campus,141.9503692,City Hall,2069.125653
4180,48660,6289,PAYZANT AVE,6289 PAYZANT AVE,Studley Campus,144.408316,City Hall,2071.5836
4181,48678,6291,PAYZANT AVE,6291 PAYZANT AVE,Studley Campus,151.340169,City Hall,2078.515453
4182,48678,6293,PAYZANT AVE,6293 PAYZANT AVE,Studley Campus,155.5715731,City Hall,2082.746857
4183,48686,6299,PAYZANT AVE,6299 PAYZANT AVE,Studley Campus,166.1640382,City Hall,2093.339322
4184,48694,6303,PAYZANT AVE,6303 PAYZANT AVE,Studley Campus,172.5353959,City Hall,2106.498576
4185,48702,1615,PRESTON ST,1615 PRESTON ST,Studley Campus,263.2575073,City Hall,2050.015847
4186,48710,1621,PRESTON ST,1621 PRESTON ST,Studley Campus,272.7302778,City Hall,2056.063284
4187,48728,1625,PRESTON ST,1625 PRESTON ST,Studley Campus,283.3805034,City Hall,2045.413058
4188,48736,1631,PRESTON ST,1631 PRESTON ST,Studley Campus,292.1390001,City Hall,2036.654561
4189,48744,1635,PRESTON ST,1635 PRESTON ST,Studley Campus,300.5294047,City Hall,2028.264157
4190,48751,1639,PRESTON ST,1639 PRESTON ST,Studley Campus,310.2837369,City Hall,2018.509824
4191,48769,1643,PRESTON ST,1643 PRESTON ST,Studley Campus,321.3157452,City Hall,2007.477816
4192,48777,1647,PRESTON ST,1647 PRESTON ST,Studley Campus,331.3788852,City Hall,1997.414676
4193,48785,1651,PRESTON ST,1651 PRESTON ST,Studley Campus,341.7959075,City Hall,1986.997654
4194,48793,1659,PRESTON ST,1659 PRESTON ST,Studley Campus,356.5917033,City Hall,1972.201858
4195,48801,1667,PRESTON ST,1667 PRESTON ST,Studley Campus,373.0040309,City Hall,1955.78953
4196,48819,1671,PRESTON ST,1671 PRESTON ST,Studley Campus,387.2061279,City Hall,1941.587433
4197,48827,1677,PRESTON ST,1677 PRESTON ST,Studley Campus,395.375893,City Hall,1933.417668
4198,48827,1679,PRESTON ST,1679 PRESTON ST,Studley Campus,398.7333411,City Hall,1930.06022
4199,48827,1681,PRESTON ST,1681 PRESTON ST,Studley Campus,402.1179012,City Hall,1926.67566
4200,48835,1685,PRESTON ST,1685 PRESTON ST,Studley Campus,416.6932878,City Hall,1912.100273
4201,48843,1689,PRESTON ST,1689 PRESTON ST,Studley Campus,427.989102,City Hall,1900.804459
4202,48850,6270,JUBILEE RD,6270 JUBILEE RD,Studley Campus,445.5620424,City Hall,1883.231519
4203,48868,6262,JUBILEE RD,6262 JUBILEE RD,Studley Campus,476.6205232,City Hall,1845.162179
4204,48868,6264,JUBILEE RD,6264 JUBILEE RD,Studley Campus,479.7516182,City Hall,1848.293274
4205,48876,6258,JUBILEE RD,6258 JUBILEE RD,Studley Campus,468.1183657,City Hall,1836.660022
4206,48884,6256,JUBILEE RD,6256 JUBILEE RD,Studley Campus,458.2485095,City Hall,1826.790165
4207,48892,6252,JUBILEE RD,6252 JUBILEE RD,Studley Campus,448.9547731,City Hall,1817.496429
4208,48900,6248,JUBILEE RD,6248 JUBILEE RD,Studley Campus,439.719139,City Hall,1808.260795
4209,48918,1682,CHESTNUT ST,1682 CHESTNUT ST,Studley Campus,379.2935349,City Hall,1832.107247
4210,48926,1678,CHESTNUT ST,1678 CHESTNUT ST,Studley Campus,367.7993178,City Hall,1843.601464
4211,48934,1672,CHESTNUT ST,1672 CHESTNUT ST,Studley Campus,355.951689,City Hall,1855.449093
4212,48934,1676,CHESTNUT ST,1676 CHESTNUT ST,Studley Campus,359.5475142,City Hall,1851.853268
4213,48942,1668,CHESTNUT ST,1668 CHESTNUT ST,Studley Campus,346.7396825,City Hall,1864.661099
4214,48959,1662,CHESTNUT ST,1662 CHESTNUT ST,Studley Campus,335.1491866,City Hall,1876.251595
4215,48967,1656,CHESTNUT ST,1656 CHESTNUT ST,Studley Campus,324.7639952,City Hall,1886.636787
4216,48975,1652,CHESTNUT ST,1652 CHESTNUT ST,Studley Campus,313.770221,City Hall,1897.630561
4217,48983,1648,CHESTNUT ST,1648 CHESTNUT ST,Studley Campus,302.6716815,City Hall,1908.7291
4218,48991,1642,CHESTNUT ST,1642 CHESTNUT ST,Studley Campus,292.6618915,City Hall,1918.73889
4219,49007,1638,CHESTNUT ST,1638 CHESTNUT ST,Studley Campus,282.6301257,City Hall,1928.770656
4220,49015,1634,CHESTNUT ST,1634 CHESTNUT ST,Studley Campus,269.1993415,City Hall,1942.20144
4221,49015,1636,CHESTNUT ST,1636 CHESTNUT ST,Studley Campus,273.9679228,City Hall,1937.432859
4222,49023,1628,CHESTNUT ST,1628 CHESTNUT ST,Studley Campus,255.1680797,City Hall,1956.232702
4223,49023,1630,CHESTNUT ST,1630 CHESTNUT ST,Studley Campus,260.3074482,City Hall,1951.093334
4224,49031,6231,WATT ST,6231 WATT ST,Studley Campus,232.2992677,City Hall,2001.108938
4225,49049,6237,WATT ST,6237 WATT ST,Studley Campus,244.0809594,City Hall,2012.890629
4226,49049,6239,WATT ST,6239 WATT ST,Studley Campus,248.4145462,City Hall,2017.224216
4227,49056,6243,WATT ST,6243 WATT ST,Studley Campus,255.7165268,City Hall,2024.526197
4228,49056,6245,WATT ST,6245 WATT ST,Studley Campus,258.5965338,City Hall,2027.406204
4229,49064,1585,PRESTON ST,1585 PRESTON ST,Studley Campus,184.5384431,City Hall,2047.830996
4230,49072,1589,PRESTON ST,1589 PRESTON ST,Studley Campus,195.3455532,City Hall,2058.638106
4231,49080,1593,PRESTON ST,1593 PRESTON ST,Studley Campus,208.4593282,City Hall,2071.751881
4232,49098,1599,PRESTON ST,1599 PRESTON ST,Studley Campus,220.9965424,City Hall,2084.289095
4233,49106,1605,PRESTON ST,1605 PRESTON ST,Studley Campus,232.8637939,City Hall,2080.40956
4234,49114,1598,CHESTNUT ST,1598 CHESTNUT ST,Studley Campus,233.215357,City Hall,2002.025027
4235,49114,1600,CHESTNUT ST,1600 CHESTNUT ST,Studley Campus,231.5581903,City Hall,2000.36786
4236,49122,1596,CHESTNUT ST,1596 CHESTNUT ST,Studley Campus,181.7587796,City Hall,2003.213244
4237,49130,1586,CHESTNUT ST,1586 CHESTNUT ST,Studley Campus,164.9594232,City Hall,1986.413888
4238,49130,1588,CHESTNUT ST,1588 CHESTNUT ST,Studley Campus,169.9747566,City Hall,1991.429221
4239,49148,1584,CHESTNUT ST,1584 CHESTNUT ST,Studley Campus,154.8434949,City Hall,1976.29796
4240,49155,1572,CHESTNUT ST,1572 CHESTNUT ST,Studley Campus,148.0882793,City Hall,1969.542744
4241,49155,1574,CHESTNUT ST,1574 CHESTNUT ST,Studley Campus,149.3168907,City Hall,1970.771355
4242,49155,1576,CHESTNUT ST,1576 CHESTNUT ST,Studley Campus,150.2690127,City Hall,1971.723477
4243,49163,6319,COBURG RD,6319 COBURG RD,Studley Campus,66.38681335,City Hall,1998.751559
4244,49171,1523,LILAC ST,1523 LILAC ST,Studley Campus,99.67826611,City Hall,2032.043011
4245,49189,1529,LILAC ST,1529 LILAC ST,Studley Campus,111.5602727,City Hall,2043.925018
4246,49197,1533,LILAC ST,1533 LILAC ST,Studley Campus,122.4708689,City Hall,2054.835614
4247,49197,1535,LILAC ST,1535 LILAC ST,Studley Campus,127.1487254,City Hall,2059.513471
4248,49205,6266,PAYZANT AVE,6266 PAYZANT AVE,Studley Campus,181.6105455,City Hall,2020.262273
4249,49205,6268,PAYZANT AVE,6268 PAYZANT AVE,Studley Campus,177.4561775,City Hall,2024.416641
4250,49213,6262,PAYZANT AVE,6262 PAYZANT AVE,Studley Campus,185.6143009,City Hall,2007.068766
4251,49213,6264,PAYZANT AVE,6264 PAYZANT AVE,Studley Campus,189.9512521,City Hall,2011.405717
4252,49221,6256,PAYZANT AVE,6256 PAYZANT AVE,Studley Campus,173.6933105,City Hall,1995.147775
4253,49221,6258,PAYZANT AVE,6258 PAYZANT AVE,Studley Campus,177.8344438,City Hall,1999.288908
4254,49239,1546,CHESTNUT ST,1546 CHESTNUT ST,Studley Campus,150.2085503,City Hall,1971.663015
4255,49247,1524,CHESTNUT ST,1524 CHESTNUT ST,Studley Campus,89.61297129,City Hall,1911.067436
4256,49247,1526,CHESTNUT ST,1526 CHESTNUT ST,Studley Campus,95.61434883,City Hall,1917.068813
4257,49254,1510,CHESTNUT ST,1510 CHESTNUT ST,Studley Campus,63.56440679,City Hall,1885.018871
4258,49254,6283,COBURG RD,6283 COBURG RD,Studley Campus,44.24922811,City Hall,1880.182402
4259,49262,6287,COBURG RD,6287 COBURG RD,Studley Campus,45.533356,City Hall,1893.023681
4260,49262,6291,COBURG RD,6291 COBURG RD,Studley Campus,46.16681676,City Hall,1899.358289
4261,49270,6299,COBURG RD,6299 COBURG RD,Studley Campus,48.09174474,City Hall,1918.607568
4262,49270,6301,COBURG RD,6301 COBURG RD,Studley Campus,48.28357768,City Hall,1920.525898
4263,49288,6305,COBURG RD,6305 COBURG RD,Studley Campus,49.58340869,City Hall,1933.524208
4264,49296,6311,COBURG RD,6311 COBURG RD,Studley Campus,51.18247137,City Hall,1949.514835
4265,49304,1509,CHESTNUT ST,1509 CHESTNUT ST,Studley Campus,57.24127373,City Hall,1878.695738
4266,49304,6267,COBURG RD,6267 COBURG RD,Studley Campus,40.67171397,City Hall,1844.407261
4267,49312,1519,CHESTNUT ST,1519 CHESTNUT ST,Studley Campus,78.59891529,City Hall,1900.05338
4268,49320,1523,CHESTNUT ST,1523 CHESTNUT ST,Studley Campus,89.62472596,City Hall,1911.079191
4269,49320,1525,CHESTNUT ST,1525 CHESTNUT ST,Studley Campus,91.83266929,City Hall,1913.287134
4270,49320,1527,CHESTNUT ST,1527 CHESTNUT ST,Studley Campus,93.51656897,City Hall,1914.971034
4271,49338,1555,CHESTNUT ST,1555 CHESTNUT ST,Studley Campus,119.7436594,City Hall,1941.198124
4272,49346,1569,CHESTNUT ST,1569 CHESTNUT ST,Studley Campus,138.8101691,City Hall,1960.264634
4273,49353,1581,CHESTNUT ST,1581 CHESTNUT ST,Studley Campus,150.9894804,City Hall,1972.443945
4274,49361,1585,CHESTNUT ST,1585 CHESTNUT ST,Studley Campus,162.953631,City Hall,1984.408096
4275,49379,1591,CHESTNUT ST,1591 CHESTNUT ST,Studley Campus,172.6117999,City Hall,1994.066265
4276,49387,1595,CHESTNUT ST,1595 CHESTNUT ST,Studley Campus,180.6186702,City Hall,2002.073135
4277,49387,1597,CHESTNUT ST,1597 CHESTNUT ST,Studley Campus,181.7227389,City Hall,2003.177204
4278,49387,1601,CHESTNUT ST,1601 CHESTNUT ST,Studley Campus,197.2937199,City Hall,1993.280659
4279,49387,1603,CHESTNUT ST,1603 CHESTNUT ST,Studley Campus,198.6670849,City Hall,1991.907294
4280,49395,1604,WALNUT ST,1604 WALNUT ST,Studley Campus,231.8111783,City Hall,1924.888101
4281,49403,1600,WALNUT ST,1600 WALNUT ST,Studley Campus,180.9969111,City Hall,1930.952477
4282,49403,1602,WALNUT ST,1602 WALNUT ST,Studley Campus,184.5769123,City Hall,1928.666077
4283,49411,1594,WALNUT ST,1594 WALNUT ST,Studley Campus,172.4082166,City Hall,1922.363783
4284,49429,1590,WALNUT ST,1590 WALNUT ST,Studley Campus,159.4937239,City Hall,1909.44929
4285,49437,1584,WALNUT ST,1584 WALNUT ST,Studley Campus,146.7498001,City Hall,1896.705366
4286,49445,1578,WALNUT ST,1578 WALNUT ST,Studley Campus,131.8916821,City Hall,1881.847248
4287,49445,1580,WALNUT ST,1580 WALNUT ST,Studley Campus,136.2241813,City Hall,1886.179747
4288,49452,1572,WALNUT ST,1572 WALNUT ST,Studley Campus,121.775988,City Hall,1871.731554
4289,49452,,WALNUT ST,1572A WALNUT ST,Studley Campus,118.999876,City Hall,1868.955442
4290,49452,1574,WALNUT ST,1574 WALNUT ST,Studley Campus,124.2744355,City Hall,1874.230002
4291,49460,1568,WALNUT ST,1568 WALNUT ST,Studley Campus,108.8115999,City Hall,1858.767166
4292,49460,1570,WALNUT ST,1570 WALNUT ST,Studley Campus,113.1432694,City Hall,1863.098835
4293,49478,1562,WALNUT ST,1562 WALNUT ST,Studley Campus,98.90505835,City Hall,1848.860624
4294,49478,1564,WALNUT ST,1564 WALNUT ST,Studley Campus,102.8276618,City Hall,1852.783228
4295,49502,6247,COBURG RD,6247 COBURG RD,Studley Campus,36.14519705,City Hall,1799.142092
4296,49502,6249,COBURG RD,6249 COBURG RD,Studley Campus,37.01651223,City Hall,1807.855243
4297,49510,6259,COBURG RD,6259 COBURG RD,Studley Campus,71.27223228,City Hall,1892.726697
4298,49528,1521,WALNUT ST,1521 WALNUT ST,Studley Campus,48.52219661,City Hall,1798.477763
4299,49528,1525,WALNUT ST,1525 WALNUT ST,Studley Campus,53.41446501,City Hall,1803.370031
4300,49528,6233,COBURG RD,6233 COBURG RD,Studley Campus,33.04919906,City Hall,1768.182112
4301,49536,1551,WALNUT ST,1551 WALNUT ST,Studley Campus,84.01781049,City Hall,1833.973377
4302,49544,1563,WALNUT ST,1563 WALNUT ST,Studley Campus,99.73479583,City Hall,1849.690362
4303,49551,1569,WALNUT ST,1569 WALNUT ST,Studley Campus,110.9066726,City Hall,1860.862239
4304,49569,1589,WALNUT ST,1589 WALNUT ST,Studley Campus,168.0671316,City Hall,1918.022698
4305,49569,6166,WATT ST,6166 WATT ST,Studley Campus,256.2692923,City Hall,1852.474279
4306,49577,1538,LEMARCHANT ST,1538 LEMARCHANT ST,Studley Campus,103.4518156,City Hall,1762.294545
4307,49585,1532,LEMARCHANT ST,1532 LEMARCHANT ST,Studley Campus,93.44052214,City Hall,1752.283252
4308,49593,1528,LEMARCHANT ST,1528 LEMARCHANT ST,Studley Campus,83.20965622,City Hall,1742.052386
4309,49601,1524,LEMARCHANT ST,1524 LEMARCHANT ST,Studley Campus,72.85387499,City Hall,1731.696604
4310,49619,1520,LEMARCHANT ST,1520 LEMARCHANT ST,Studley Campus,61.52217913,City Hall,1720.364909
4311,49619,1522,LEMARCHANT ST,1522 LEMARCHANT ST,Studley Campus,64.26109107,City Hall,1723.10382
4312,49627,1510,LEMARCHANT ST,1510 LEMARCHANT ST,Studley Campus,43.33911801,City Hall,1702.181847
4313,49627,6199,COBURG RD,6199 COBURG RD,Studley Campus,37.47398702,City Hall,1696.316716
4314,49635,6205,COBURG RD,6205 COBURG RD,Studley Campus,26.69361466,City Hall,1704.626268
4315,49643,6209,COBURG RD,6209 COBURG RD,Studley Campus,27.68188262,City Hall,1714.508947
4316,49650,6215,COBURG RD,6215 COBURG RD,Studley Campus,28.99656086,City Hall,1727.65573
4317,49668,6221,COBURG RD,6221 COBURG RD,Studley Campus,30.17480614,City Hall,1739.438182
4318,49676,6227,COBURG RD,6227 COBURG RD,Studley Campus,31.54120666,City Hall,1753.102188
4319,49692,1531,LEMARCHANT ST,1531 LEMARCHANT ST,Studley Campus,87.68141668,City Hall,1746.524146
4320,49700,1535,LEMARCHANT ST,1535 LEMARCHANT ST,Studley Campus,94.84398817,City Hall,1753.686718
4321,49700,1537,LEMARCHANT ST,1537 LEMARCHANT ST,Studley Campus,97.81042074,City Hall,1756.65315
4322,49718,1539,LEMARCHANT ST,1539 LEMARCHANT ST,Studley Campus,104.9912205,City Hall,1763.83395
4323,49718,1541,LEMARCHANT ST,1541 LEMARCHANT ST,Studley Campus,108.8944643,City Hall,1767.737194
4324,49726,1545,LEMARCHANT ST,1545 LEMARCHANT ST,Studley Campus,118.0446731,City Hall,1776.887403
4325,49734,1549,LEMARCHANT ST,1549 LEMARCHANT ST,Studley Campus,128.7282641,City Hall,1787.570993
4326,49742,1553,LEMARCHANT ST,1553 LEMARCHANT ST,Studley Campus,134.4924954,City Hall,1793.335225
4327,49742,1555,LEMARCHANT ST,1555 LEMARCHANT ST,Studley Campus,138.409827,City Hall,1797.252556
4328,49759,1559,LEMARCHANT ST,1559 LEMARCHANT ST,Studley Campus,148.2677101,City Hall,1807.11044
4329,49767,1561,LEMARCHANT ST,1561 LEMARCHANT ST,Studley Campus,156.5452904,City Hall,1815.38802
4330,49775,1567,LEMARCHANT ST,1567 LEMARCHANT ST,Studley Campus,165.6852103,City Hall,1824.52794
4331,49783,1569,LEMARCHANT ST,1569 LEMARCHANT ST,Studley Campus,174.6998019,City Hall,1829.717189
4332,49783,1571,LEMARCHANT ST,1571 LEMARCHANT ST,Studley Campus,178.3689115,City Hall,1826.04808
4333,49791,1573,LEMARCHANT ST,1573 LEMARCHANT ST,Studley Campus,185.0241354,City Hall,1819.392856
4334,49791,1575,LEMARCHANT ST,1575 LEMARCHANT ST,Studley Campus,188.8863505,City Hall,1815.530641
4335,49809,1596,VERNON ST,1596 VERNON ST,Studley Campus,260.5146861,City Hall,1731.028018
4336,49817,1590,VERNON ST,1590 VERNON ST,Studley Campus,211.893254,City Hall,1736.627338
4337,49817,1592,VERNON ST,1592 VERNON ST,Studley Campus,216.3019846,City Hall,1732.218607
4338,49825,1584,VERNON ST,1584 VERNON ST,Studley Campus,204.688697,City Hall,1737.72892
4339,49833,1578,VERNON ST,1578 VERNON ST,Studley Campus,192.810368,City Hall,1725.850591
4340,49833,1580,VERNON ST,1580 VERNON ST,Studley Campus,196.4180173,City Hall,1729.458241
4341,49841,1574,VERNON ST,1574 VERNON ST,Studley Campus,182.0030341,City Hall,1715.043257
4342,49841,1576,VERNON ST,1576 VERNON ST,Studley Campus,185.1132673,City Hall,1718.153491
4343,49858,1570,VERNON ST,1570 VERNON ST,Studley Campus,171.9972891,City Hall,1705.037512
4344,49858,1572,VERNON ST,1572 VERNON ST,Studley Campus,175.4721079,City Hall,1708.512331
4345,49866,1566,VERNON ST,1566 VERNON ST,Studley Campus,162.0802237,City Hall,1695.120447
4346,49866,1568,VERNON ST,1568 VERNON ST,Studley Campus,165.4062949,City Hall,1698.446518
4347,49874,1562,VERNON ST,1562 VERNON ST,Studley Campus,153.3896813,City Hall,1686.429905
4348,49874,1564,VERNON ST,1564 VERNON ST,Studley Campus,150.8634558,City Hall,1683.903679
4349,49882,1558,VERNON ST,1558 VERNON ST,Studley Campus,143.6234095,City Hall,1676.663633
4350,49882,1560,VERNON ST,1560 VERNON ST,Studley Campus,140.9497493,City Hall,1673.989973
4351,49890,1550,VERNON ST,1550 VERNON ST,Studley Campus,128.2772299,City Hall,1661.317453
4352,49890,1552,VERNON ST,1552 VERNON ST,Studley Campus,131.4082148,City Hall,1664.448438
4353,49890,1554,VERNON ST,1554 VERNON ST,Studley Campus,134.2835769,City Hall,1667.3238
4354,49908,1548,VERNON ST,1548 VERNON ST,Studley Campus,121.620532,City Hall,1654.660755
4355,49916,1544,VERNON ST,1544 VERNON ST,Studley Campus,111.5654772,City Hall,1644.6057
4356,49924,1540,VERNON ST,1540 VERNON ST,Studley Campus,101.496881,City Hall,1634.537104
