ObjectID_1,PID,Civic.Number,Street,Full.Civ.Add,Closest.Uni,Dist.Uni,Destination,Dist.CBD
1,18,5810,CHAIN ROCK DR,5810 CHAIN ROCK DR,SMU Center,1233.919459,City Hall,3208.884962
2,26,5820,CHAIN ROCK DR,5820 CHAIN ROCK DR,SMU Center,1257.654811,City Hall,3232.620314
3,34,5830,CHAIN ROCK DR,5830 CHAIN ROCK DR,SMU Center,1279.985047,City Hall,3254.95055
4,42,5840,CHAIN ROCK DR,5840 CHAIN ROCK DR,SMU Center,1301.958508,City Hall,3276.924011
5,59,5850,CHAIN ROCK DR,5850 CHAIN ROCK DR,SMU Center,1326.063689,City Hall,3301.029192
6,67,5860,CHAIN ROCK DR,5860 CHAIN ROCK DR,SMU Center,1343.660971,City Hall,3318.626474
7,75,5870,CHAIN ROCK DR,5870 CHAIN ROCK DR,SMU Center,1360.577057,City Hall,3335.54256
8,83,5880,CHAIN ROCK DR,5880 CHAIN ROCK DR,SMU Center,1390.515458,City Hall,3365.480962
9,91,5890,CHAIN ROCK DR,5890 CHAIN ROCK DR,SMU Center,1410.167027,City Hall,3385.13253
10,109,5900,CHAIN ROCK DR,5900 CHAIN ROCK DR,SMU Center,1430.466931,City Hall,3405.432434
11,117,5904,CHAIN ROCK DR,5904 CHAIN ROCK DR,SMU Center,1442.915718,City Hall,3417.881221
12,125,5910,CHAIN ROCK DR,5910 CHAIN ROCK DR,SMU Center,1446.439733,City Hall,3421.405236
13,133,5914,CHAIN ROCK DR,5914 CHAIN ROCK DR,SMU Center,1454.530164,City Hall,3429.495667
14,158,5961,BALMORAL RD,5961 BALMORAL RD,SMU Center,1458.697242,City Hall,3433.662745
15,166,5901,CHAIN ROCK DR,5901 CHAIN ROCK DR,SMU Center,1432.29573,City Hall,3407.261233
16,174,5881,CHAIN ROCK DR,5881 CHAIN ROCK DR,SMU Center,1401.581398,City Hall,3376.546901
17,182,5871,CHAIN ROCK DR,5871 CHAIN ROCK DR,SMU Center,1410.793619,City Hall,3385.759122
18,190,5851,CHAIN ROCK DR,5851 CHAIN ROCK DR,SMU Center,1323.372579,City Hall,3298.338082
19,208,5841,CHAIN ROCK DR,5841 CHAIN ROCK DR,SMU Center,1303.248911,City Hall,3278.214414
20,216,5831,CHAIN ROCK DR,5831 CHAIN ROCK DR,SMU Center,1283.93041,City Hall,3258.895913
21,224,5821,CHAIN ROCK DR,5821 CHAIN ROCK DR,SMU Center,1264.806576,City Hall,3239.772079
22,232,356,FRANCKLYN ST,356 FRANCKLYN ST,SMU Center,1238.939992,City Hall,3213.905495
23,240,366,FRANCKLYN ST,366 FRANCKLYN ST,SMU Center,1167.409543,City Hall,3142.375046
24,257,376,FRANCKLYN ST,376 FRANCKLYN ST,SMU Center,1143.459947,City Hall,3118.42545
25,265,5810,BALMORAL RD,5810 BALMORAL RD,SMU Center,1131.487927,City Hall,3106.45343
26,273,5820,BALMORAL RD,5820 BALMORAL RD,SMU Center,1155.027438,City Hall,3129.992941
27,281,5830,BALMORAL RD,5830 BALMORAL RD,SMU Center,1172.696688,City Hall,3147.662191
28,299,5840,BALMORAL RD,5840 BALMORAL RD,SMU Center,1192.74473,City Hall,3167.710233
29,307,5850,BALMORAL RD,5850 BALMORAL RD,SMU Center,1251.602801,City Hall,3226.568304
30,315,371,CROWS NEST DR,371 CROWS NEST DR,SMU Center,1277.427812,City Hall,3252.393315
31,323,361,CROWS NEST DR,361 CROWS NEST DR,SMU Center,1293.79805,City Hall,3268.763553
32,331,360,CROWS NEST DR,360 CROWS NEST DR,SMU Center,1292.134037,City Hall,3267.09954
33,349,370,CROWS NEST DR,370 CROWS NEST DR,SMU Center,1268.624963,City Hall,3243.590466
34,356,380,CROWS NEST DR,380 CROWS NEST DR,SMU Center,1252.021607,City Hall,3226.98711
35,364,390,CROWS NEST DR,390 CROWS NEST DR,SMU Center,1276.407425,City Hall,3251.372928
36,372,5880,BALMORAL RD,5880 BALMORAL RD,SMU Center,1326.927093,City Hall,3301.892596
37,380,5920,BALMORAL RD,5920 BALMORAL RD,SMU Center,1379.635933,City Hall,3354.601436
38,398,5930,BALMORAL RD,5930 BALMORAL RD,SMU Center,1402.096129,City Hall,3377.061632
39,406,5940,BALMORAL RD,5940 BALMORAL RD,SMU Center,1425.035184,City Hall,3400.000687
40,414,5955,BALMORAL RD,5955 BALMORAL RD,SMU Center,1448.596617,City Hall,3423.56212
41,422,5945,BALMORAL RD,5945 BALMORAL RD,SMU Center,1426.519828,City Hall,3401.485331
42,430,5935,BALMORAL RD,5935 BALMORAL RD,SMU Center,1403.385111,City Hall,3378.350614
43,448,5925,BALMORAL RD,5925 BALMORAL RD,SMU Center,1377.60007,City Hall,3352.565573
44,455,5915,BALMORAL RD,5915 BALMORAL RD,SMU Center,1363.06883,City Hall,3338.034333
45,463,5865,BALMORAL RD,5865 BALMORAL RD,SMU Center,1249.851861,City Hall,3224.817364
46,471,5845,BALMORAL RD,5845 BALMORAL RD,SMU Center,1209.529617,City Hall,3184.49512
47,489,5835,BALMORAL RD,5835 BALMORAL RD,SMU Center,1190.408622,City Hall,3165.374125
48,497,5825,BALMORAL RD,5825 BALMORAL RD,SMU Center,1168.179256,City Hall,3143.14476
49,505,5815,BALMORAL RD,5815 BALMORAL RD,SMU Center,1145.540848,City Hall,3120.506351
50,513,404,FRANCKLYN ST,404 FRANCKLYN ST,SMU Center,1076.168228,City Hall,3051.133731
51,521,5830,INGLEWOOD DR,5830 INGLEWOOD DR,SMU Center,1100.643196,City Hall,3075.608699
52,539,5840,INGLEWOOD DR,5840 INGLEWOOD DR,SMU Center,1121.772651,City Hall,3096.738154
53,547,5850,INGLEWOOD DR,5850 INGLEWOOD DR,SMU Center,1140.804565,City Hall,3115.770068
54,554,5860,INGLEWOOD DR,5860 INGLEWOOD DR,SMU Center,1191.620049,City Hall,3166.585552
55,562,5869,BALMORAL RD,5869 BALMORAL RD,SMU Center,1213.713054,City Hall,3188.678557
56,570,5880,INGLEWOOD DR,5880 INGLEWOOD DR,SMU Center,1230.46208,City Hall,3205.427583
57,588,5885,BALMORAL RD,5885 BALMORAL RD,SMU Center,1300.740745,City Hall,3275.706248
58,604,5905,BALMORAL RD,5905 BALMORAL RD,SMU Center,1333.43991,City Hall,3308.405413
59,620,5910,INGLEWOOD DR,5910 INGLEWOOD DR,SMU Center,1269.007333,City Hall,3243.972836
60,638,5920,INGLEWOOD DR,5920 INGLEWOOD DR,SMU Center,1292.492298,City Hall,3267.457801
61,646,5940,INGLEWOOD DR,5940 INGLEWOOD DR,SMU Center,1323.223068,City Hall,3298.188571
62,653,5950,INGLEWOOD DR,5950 INGLEWOOD DR,SMU Center,1350.338922,City Hall,3325.304425
63,661,5955,INGLEWOOD DR,5955 INGLEWOOD DR,SMU Center,1372.079709,City Hall,3347.045212
64,679,5945,INGLEWOOD DR,5945 INGLEWOOD DR,SMU Center,1344.846385,City Hall,3319.811888
65,695,5865,INGLEWOOD DR,5865 INGLEWOOD DR,SMU Center,1194.97057,City Hall,3169.936073
66,703,5855,INGLEWOOD DR,5855 INGLEWOOD DR,SMU Center,1171.979929,City Hall,3146.945432
67,711,5845,INGLEWOOD DR,5845 INGLEWOOD DR,SMU Center,1161.987188,City Hall,3136.952691
68,760,480,FRANCKLYN ST,480 FRANCKLYN ST,SMU Center,904.8130132,City Hall,2879.778516
69,778,490,FRANCKLYN ST,490 FRANCKLYN ST,SMU Center,877.3611767,City Hall,2852.32668
70,786,5961,INGLEWOOD DR,5961 INGLEWOOD DR,SMU Center,1397.081847,City Hall,3372.04735
71,802,5960,INGLEWOOD DR,5960 INGLEWOOD DR,SMU Center,1384.354737,City Hall,3359.32024
72,810,5900,EMSCOTE DR,5900 EMSCOTE DR,SMU Center,914.1393421,City Hall,2889.104845
73,828,5906,EMSCOTE DR,5906 EMSCOTE DR,SMU Center,943.2917555,City Hall,2918.257259
74,836,5916,EMSCOTE DR,5916 EMSCOTE DR,SMU Center,970.9356368,City Hall,2945.90114
75,844,5928,EMSCOTE DR,5928 EMSCOTE DR,SMU Center,1000.167199,City Hall,2975.132702
76,851,5965,INGLEWOOD DR,5965 INGLEWOOD DR,SMU Center,1397.081847,City Hall,3372.04735
77,869,5936,EMSCOTE DR,5936 EMSCOTE DR,SMU Center,1020.990908,City Hall,2995.956411
78,877,5945,EMSCOTE DR,5945 EMSCOTE DR,SMU Center,1034.667776,City Hall,3009.633279
79,885,5925,EMSCOTE DR,5925 EMSCOTE DR,SMU Center,968.2723813,City Hall,2943.237884
80,893,5915,EMSCOTE DR,5915 EMSCOTE DR,SMU Center,915.1307489,City Hall,2890.096252
81,901,5999,EMSCOTE DR,5999 EMSCOTE DR,SMU Center,885.2795921,City Hall,2860.245095
82,919,5987,EMSCOTE DR,5987 EMSCOTE DR,SMU Center,1018.108295,City Hall,2993.073798
83,927,5956,EMSCOTE DR,5956 EMSCOTE DR,SMU Center,1058.821152,City Hall,3033.786655
84,935,5964,EMSCOTE DR,5964 EMSCOTE DR,SMU Center,1098.852722,City Hall,3073.818225
85,943,5970,EMSCOTE DR,5970 EMSCOTE DR,SMU Center,1052.964385,City Hall,3027.929888
86,950,5986,EMSCOTE DR,5986 EMSCOTE DR,SMU Center,1009.146316,City Hall,2984.111819
87,968,6000,EMSCOTE DR,6000 EMSCOTE DR,SMU Center,984.8945249,City Hall,2959.860028
88,1008,5946,PINE HILL DR,5946 PINE HILL DR,SMU Center,710.2736529,City Hall,2685.239156
89,1016,625,FRANCKLYN ST,625 FRANCKLYN ST,SMU Center,856.1729452,City Hall,2831.138448
90,1024,615,FRANCKLYN ST,615 FRANCKLYN ST,SMU Center,876.2114076,City Hall,2851.176911
91,1032,607,FRANCKLYN ST,607 FRANCKLYN ST,SMU Center,897.8367899,City Hall,2872.802293
92,1040,597,FRANCKLYN ST,597 FRANCKLYN ST,SMU Center,920.6565306,City Hall,2895.622034
93,1057,587,FRANCKLYN ST,587 FRANCKLYN ST,SMU Center,942.9320506,City Hall,2917.897554
94,1065,569,FRANCKLYN ST,569 FRANCKLYN ST,SMU Center,986.1895342,City Hall,2961.155037
95,1073,557,FRANCKLYN ST,557 FRANCKLYN ST,SMU Center,987.2645335,City Hall,2962.230037
96,1081,549,FRANCKLYN ST,549 FRANCKLYN ST,SMU Center,967.0001007,City Hall,2941.965604
97,1099,531,FRANCKLYN ST,531 FRANCKLYN ST,SMU Center,967.9294671,City Hall,2942.89497
98,1107,523,FRANCKLYN ST,523 FRANCKLYN ST,SMU Center,900.8148395,City Hall,2875.780343
99,1115,505,FRANCKLYN ST,505 FRANCKLYN ST,SMU Center,869.5415872,City Hall,2844.50709
100,1123,5859,POINT PLEASANT DR,5859 POINT PLEASANT DR,SMU Center,833.0232767,City Hall,2807.98878
101,1131,5851,POINT PLEASANT DR,5851 POINT PLEASANT DR,SMU Center,819.057786,City Hall,2794.023289
102,1149,5845,POINT PLEASANT DR,5845 POINT PLEASANT DR,SMU Center,808.8334891,City Hall,2783.798992
103,1156,5841,POINT PLEASANT DR,5841 POINT PLEASANT DR,SMU Center,796.2528015,City Hall,2771.218305
104,1164,5831,POINT PLEASANT DR,5831 POINT PLEASANT DR,SMU Center,777.3510798,City Hall,2752.316583
105,1172,5825,POINT PLEASANT DR,5825 POINT PLEASANT DR,SMU Center,761.1956804,City Hall,2736.161183
106,1180,5813,POINT PLEASANT DR,5813 POINT PLEASANT DR,SMU Center,736.8598237,City Hall,2711.825327
107,1180,5815,POINT PLEASANT DR,5815 POINT PLEASANT DR,SMU Center,745.7280814,City Hall,2720.693584
108,1198,5833,MACLEOD DR,5833 MACLEOD DR,SMU Center,1060.603404,City Hall,3035.568907
109,1206,5856,MACLEOD DR,5856 MACLEOD DR,SMU Center,1002.558166,City Hall,2977.523669
110,1214,5846,MACLEOD DR,5846 MACLEOD DR,SMU Center,1031.173602,City Hall,3006.139105
111,1222,5840,MACLEOD DR,5840 MACLEOD DR,SMU Center,1049.327207,City Hall,3024.29271
112,1230,5834,MACLEOD DR,5834 MACLEOD DR,SMU Center,1060.603404,City Hall,3035.568907
113,1255,6039,FERNWOOD LANE,6039 FERNWOOD LANE,SMU Center,856.6766734,City Hall,2831.642176
114,1263,790,MAPLEWOOD LANE,790 MAPLEWOOD LANE,SMU Center,612.9679975,City Hall,2990.628913
115,1271,855,MARLBOROUGH WDS,855 MARLBOROUGH WDS,SMU Center,510.1458923,City Hall,2913.171082
116,1289,865,MARLBOROUGH WDS,865 MARLBOROUGH WDS,SMU Center,475.3458355,City Hall,2878.371025
117,1313,895,MARLBOROUGH WDS,895 MARLBOROUGH WDS,SMU Center,476.027793,City Hall,2879.052982
118,1321,905,MARLBOROUGH WDS,905 MARLBOROUGH WDS,SMU Center,465.6339132,City Hall,2868.659103
119,1339,915,MARLBOROUGH WDS,915 MARLBOROUGH WDS,SMU Center,465.6339132,City Hall,2868.659103
120,1347,1000,WINWICK RD,1000 WINWICK RD,SMU Center,568.5949,City Hall,2971.62009
121,1362,910,MARLBOROUGH WDS,910 MARLBOROUGH WDS,SMU Center,458.0278613,City Hall,2861.053051
122,1396,890,MARLBOROUGH WDS,890 MARLBOROUGH WDS,SMU Center,505.3328296,City Hall,2908.358019
123,1412,870,MARLBOROUGH WDS,870 MARLBOROUGH WDS,SMU Center,496.7864522,City Hall,2899.811642
124,1446,6936,MUMFORD RD,6936 MUMFORD RD,Studley Campus,2414.785377,City Hall,3553.049842
125,1446,7001,LEPPERT ST,7001 LEPPERT ST,Studley Campus,2478.296833,City Hall,3616.561298
126,1453,854,GREENWOOD AVE,854 GREENWOOD AVE,SMU Center,277.2283882,City Hall,2680.253578
127,1461,862,GREENWOOD AVE,862 GREENWOOD AVE,SMU Center,258.7295863,City Hall,2661.754776
128,1479,870,GREENWOOD AVE,870 GREENWOOD AVE,SMU Center,243.1340883,City Hall,2646.159278
129,1487,878,GREENWOOD AVE,878 GREENWOOD AVE,SMU Center,222.6212773,City Hall,2625.646467
130,1495,892,GREENWOOD AVE,892 GREENWOOD AVE,SMU Center,196.9246061,City Hall,2599.949796
131,1503,6090,ROXTON RD,6090 ROXTON RD,SMU Center,205.5863421,City Hall,2608.611532
132,1511,6100,ROXTON RD,6100 ROXTON RD,SMU Center,223.4252228,City Hall,2626.450412
133,1529,6110,ROXTON RD,6110 ROXTON RD,SMU Center,266.4303369,City Hall,2669.455526
134,1537,6068,ROXTON RD,6068 ROXTON RD,SMU Center,205.3854404,City Hall,2608.41063
135,1545,879,GREENWOOD AVE,879 GREENWOOD AVE,SMU Center,223.1126603,City Hall,2626.13785
136,1552,871,GREENWOOD AVE,871 GREENWOOD AVE,SMU Center,240.586529,City Hall,2643.611719
137,1560,863,GREENWOOD AVE,863 GREENWOOD AVE,SMU Center,258.5837421,City Hall,2661.608932
138,1578,853,GREENWOOD AVE,853 GREENWOOD AVE,SMU Center,275.7359817,City Hall,2678.761171
139,1586,847,GREENWOOD AVE,847 GREENWOOD AVE,SMU Center,290.0613155,City Hall,2693.086505
140,1594,839,GREENWOOD AVE,839 GREENWOOD AVE,SMU Center,308.8083082,City Hall,2711.833498
141,1602,835,GREENWOOD AVE,835 GREENWOOD AVE,SMU Center,330.7901925,City Hall,2733.815382
142,1610,824,MARLBOROUGH AVE,824 MARLBOROUGH AVE,SMU Center,256.3329301,City Hall,2662.499732
143,1628,834,MARLBOROUGH AVE,834 MARLBOROUGH AVE,SMU Center,242.3198452,City Hall,2648.486647
144,1636,848,MARLBOROUGH AVE,848 MARLBOROUGH AVE,SMU Center,203.9692814,City Hall,2610.136083
145,1644,856,MARLBOROUGH AVE,856 MARLBOROUGH AVE,SMU Center,186.0343757,City Hall,2592.201177
146,1651,864,MARLBOROUGH AVE,864 MARLBOROUGH AVE,SMU Center,169.0540423,City Hall,2575.220844
147,1669,872,MARLBOROUGH AVE,872 MARLBOROUGH AVE,SMU Center,152.0292963,City Hall,2558.196098
148,1677,882,MARLBOROUGH AVE,882 MARLBOROUGH AVE,SMU Center,132.7747641,City Hall,2538.941566
149,1685,888,MARLBOROUGH AVE,888 MARLBOROUGH AVE,SMU Center,111.5521764,City Hall,2517.718978
150,1693,6054,ROXTON RD,6054 ROXTON RD,SMU Center,118.5234552,City Hall,2524.690257
151,1701,6062,ROXTON RD,6062 ROXTON RD,SMU Center,134.5387044,City Hall,2540.705506
152,1719,893,MARLBOROUGH AVE,893 MARLBOROUGH AVE,SMU Center,104.39747,City Hall,2510.564272
153,1727,879,MARLBOROUGH AVE,879 MARLBOROUGH AVE,SMU Center,132.7169217,City Hall,2538.883723
154,1735,871,MARLBOROUGH AVE,871 MARLBOROUGH AVE,SMU Center,149.6024557,City Hall,2555.769257
155,1743,865,MARLBOROUGH AVE,865 MARLBOROUGH AVE,SMU Center,167.0690689,City Hall,2573.235871
156,1750,857,MARLBOROUGH AVE,857 MARLBOROUGH AVE,SMU Center,185.5618807,City Hall,2591.728683
157,1768,845,MARLBOROUGH AVE,845 MARLBOROUGH AVE,SMU Center,213.8215666,City Hall,2619.988368
158,1776,833,MARLBOROUGH AVE,833 MARLBOROUGH AVE,SMU Center,240.8633169,City Hall,2647.030119
159,1784,825,MARLBOROUGH AVE,825 MARLBOROUGH AVE,SMU Center,256.3329301,City Hall,2662.499732
160,1792,824,ROBIE ST,824 ROBIE ST,SMU Center,39.83370787,City Hall,2572.229728
161,1800,832,ROBIE ST,832 ROBIE ST,SMU Center,37.88904772,City Hall,2570.285068
162,1818,836,ROBIE ST,836 ROBIE ST,SMU Center,21.26763241,City Hall,2551.95582
163,1826,846,ROBIE ST,846 ROBIE ST,SMU Center,19.44651928,City Hall,2533.744689
164,1834,856,ROBIE ST,856 ROBIE ST,SMU Center,17.39985028,City Hall,2513.277999
165,1842,864,ROBIE ST,864 ROBIE ST,SMU Center,15.58308769,City Hall,2495.110373
166,1859,870,ROBIE ST,870 ROBIE ST,SMU Center,13.96377506,City Hall,2478.917247
167,1867,878,ROBIE ST,878 ROBIE ST,SMU Center,12.02217605,City Hall,2459.501257
168,1875,890,ROBIE ST,890 ROBIE ST,SMU Center,9.381815276,City Hall,2433.097649
169,1883,6018,ROXTON RD,6018 ROXTON RD,SMU Center,37.68313464,City Hall,2448.3104
170,1891,6026,ROXTON RD,6026 ROXTON RD,SMU Center,52.88151314,City Hall,2463.508779
171,1909,918,ROBIE ST,918 ROBIE ST,SMU Center,11.44835411,City Hall,2365.818627
172,1917,928,ROBIE ST,928 ROBIE ST,SMU Center,13.21012148,City Hall,2348.200954
173,1925,934,ROBIE ST,934 ROBIE ST,SMU Center,14.74262554,City Hall,2332.875913
174,1933,940,ROBIE ST,940 ROBIE ST,SMU Center,16.66067224,City Hall,2313.695446
175,1941,948,ROBIE ST,948 ROBIE ST,SMU Center,18.17578637,City Hall,2298.544305
176,1958,956,ROBIE ST,956 ROBIE ST,SMU Center,20.07009284,City Hall,2279.60124
177,1966,962,ROBIE ST,962 ROBIE ST,SMU Center,21.50994579,City Hall,2265.202711
178,1974,970,ROBIE ST,970 ROBIE ST,SMU Center,23.25278092,City Hall,2247.774359
179,1982,976,ROBIE ST,976 ROBIE ST,SMU Center,22.11716606,City Hall,2231.401678
180,1990,6010,INGLIS ST,6010 INGLIS ST,SMU Center,19.08611057,City Hall,2201.091123
181,2006,6020,INGLIS ST,6020 INGLIS ST,SMU Center,56.61099096,City Hall,2220.400627
182,2022,1888,BRUNSWICK ST,1888 BRUNSWICK ST,Sexton Campus,1011.658165,City Hall,180.1316454
183,2030,1872,BRUNSWICK ST,1872 BRUNSWICK ST,Sexton Campus,964.4601947,City Hall,132.9336752
184,2030,1874,BRUNSWICK ST,1874 BRUNSWICK ST,Sexton Campus,970.9678563,City Hall,139.4413367
185,2048,1901,GOTTINGEN ST,1901 GOTTINGEN ST,Sexton Campus,1007.015251,City Hall,185.7947446
186,2048,1903,GOTTINGEN ST,1903 GOTTINGEN ST,Sexton Campus,1010.467933,City Hall,189.2474263
187,2055,1975,GOTTINGEN ST,1975 GOTTINGEN ST,Sexton Campus,1173.674625,City Hall,352.4541188
188,2063,1940,GOTTINGEN ST,1940 GOTTINGEN ST,Sexton Campus,1190.954468,City Hall,369.7339613
189,2071,5621,RAINNIE DR,5621 RAINNIE DR,Carlton Campus,1219.720264,City Hall,564.6079539
190,2089,1970,GOTTINGEN ST,1970 GOTTINGEN ST,Sexton Campus,1338.218846,City Hall,516.9983399
191,2097,1856,ALBEMARLE ST,1856 ALBEMARLE ST,Sexton Campus,931.9160282,City Hall,66.63631991
192,2097,1858,ALBEMARLE ST,1858 ALBEMARLE ST,Sexton Campus,937.0736255,City Hall,68.18359908
193,2097,1860,ALBEMARLE ST,1860 ALBEMARLE ST,Sexton Campus,942.5467452,City Hall,69.82553501
194,2097,1864,ALBEMARLE ST,1864 ALBEMARLE ST,Sexton Campus,958.6324713,City Hall,74.65125284
195,2097,1870,ALBEMARLE ST,1870 ALBEMARLE ST,Sexton Campus,967.5196232,City Hall,77.31739839
196,2097,1875,BRUNSWICK ST,1875 BRUNSWICK ST,Sexton Campus,967.7908176,City Hall,136.264298
197,2097,1881,BRUNSWICK ST,1881 BRUNSWICK ST,Sexton Campus,973.7271056,City Hall,142.200586
198,2097,1891,BRUNSWICK ST,1891 BRUNSWICK ST,Sexton Campus,980.296012,City Hall,148.7694924
199,2097,5281,DUKE ST,5281 DUKE ST,Sexton Campus,936.8466748,City Hall,73.37583684
200,2105,1888,ALBEMARLE ST,1888 ALBEMARLE ST,Sexton Campus,1025.537837,City Hall,97.80967885
201,2105,1991,BRUNSWICK ST,1991 BRUNSWICK ST,Sexton Campus,1079.428905,City Hall,247.9023855
202,2105,1995,BRUNSWICK ST,1995 BRUNSWICK ST,Sexton Campus,1100.455057,City Hall,268.9285379
203,2113,1972,ALBEMARLE ST,1972 ALBEMARLE ST,Sexton Campus,1135.492065,City Hall,207.7639069
204,2113,2001,BRUNSWICK ST,2001 BRUNSWICK ST,Sexton Campus,1166.181484,City Hall,334.6549641
205,2121,1871,ALBEMARLE ST,1871 ALBEMARLE ST,Sexton Campus,954.0275367,City Hall,73.26977244
206,2121,1883,ALBEMARLE ST,1883 ALBEMARLE ST,Sexton Campus,994.382363,City Hall,85.37622034
207,2121,1893,ALBEMARLE ST,1893 ALBEMARLE ST,Sexton Campus,860.7908207,City Hall,43.99296937
208,2121,1894,BARRINGTON ST,1894 BARRINGTON ST,Sexton Campus,844.5628779,City Hall,39.12458651
209,2121,1899,ALBEMARLE ST,1899 ALBEMARLE ST,Sexton Campus,1043.802176,City Hall,116.074018
210,2121,1930,BARRINGTON ST,1930 BARRINGTON ST,Sexton Campus,898.6407578,City Hall,67.14407814
211,2121,1987,ALBEMARLE ST,1987 ALBEMARLE ST,Sexton Campus,1154.668148,City Hall,226.9399897
212,2121,1990,BARRINGTON ST,1990 BARRINGTON ST,Sexton Campus,1012.906832,City Hall,181.4101522
213,2121,2000,BARRINGTON ST,2000 BARRINGTON ST,Sexton Campus,1101.333046,City Hall,269.8363664
214,2121,5201,DUKE ST,5201 DUKE ST,Sexton Campus,815.1693052,City Hall,30.30651471
215,2121,5251,DUKE ST,5251 DUKE ST,Sexton Campus,832.0229177,City Hall,36.66838676
216,2139,1858,GRANVILLE ST,1858 GRANVILLE ST,Sexton Campus,779.6200526,City Hall,19.64173893
217,2139,1875,BARRINGTON ST,1875 BARRINGTON ST,Sexton Campus,804.9005398,City Hall,27.22588508
218,2139,1903,BARRINGTON ST,1903 BARRINGTON ST,Sexton Campus,860.8834304,City Hall,44.02075226
219,2154,1855,GRANVILLE ST,1855 GRANVILLE ST,Sexton Campus,808.7911787,City Hall,31.63578173
220,2162,1859,GRANVILLE ST,1859 GRANVILLE ST,Sexton Campus,816.140224,City Hall,33.84049534
221,2162,1861,GRANVILLE ST,1861 GRANVILLE ST,Sexton Campus,821.2364551,City Hall,35.36936466
222,2162,1866,HOLLIS ST,1866 HOLLIS ST,Sexton Campus,872.3962784,City Hall,52.06708491
223,2170,1865,GRANVILLE ST,1865 GRANVILLE ST,Sexton Campus,828.1474897,City Hall,37.44267506
224,2170,1867,GRANVILLE ST,1867 GRANVILLE ST,Sexton Campus,830.2976744,City Hall,38.08773046
225,2188,1869,GRANVILLE ST,1869 GRANVILLE ST,Sexton Campus,835.2910792,City Hall,39.5857519
226,2196,1871,GRANVILLE ST,1871 GRANVILLE ST,Sexton Campus,841.0853996,City Hall,41.32404801
227,2204,1873,GRANVILLE ST,1873 GRANVILLE ST,Sexton Campus,853.1710851,City Hall,44.94975367
228,2204,1875,GRANVILLE ST,1875 GRANVILLE ST,Sexton Campus,855.2315463,City Hall,45.56789203
229,2212,1879,GRANVILLE ST,1879 GRANVILLE ST,Sexton Campus,864.4167932,City Hall,48.3234661
230,2212,1881,GRANVILLE ST,1881 GRANVILLE ST,Sexton Campus,867.2186592,City Hall,49.16402588
231,2212,1883,GRANVILLE ST,1883 GRANVILLE ST,Sexton Campus,870.5454271,City Hall,50.16205627
232,2212,1885,GRANVILLE ST,1885 GRANVILLE ST,Sexton Campus,884.4178321,City Hall,54.32377776
233,2212,1892,HOLLIS ST,1892 HOLLIS ST,Sexton Campus,917.4401252,City Hall,65.58023897
234,2212,1894,HOLLIS ST,1894 HOLLIS ST,Sexton Campus,926.2829993,City Hall,68.23310119
235,2220,1887,GRANVILLE ST,1887 GRANVILLE ST,Sexton Campus,879.4252015,City Hall,52.82598859
236,2220,1889,GRANVILLE ST,1889 GRANVILLE ST,Sexton Campus,880.6971423,City Hall,53.20757083
237,2220,1896,HOLLIS ST,1896 HOLLIS ST,Sexton Campus,931.4006482,City Hall,69.76839588
238,2220,1898,HOLLIS ST,1898 HOLLIS ST,Sexton Campus,934.4121828,City Hall,70.67185624
239,2238,1891,GRANVILLE ST,1891 GRANVILLE ST,Sexton Campus,885.9574266,City Hall,54.78565613
240,2246,1893,GRANVILLE ST,1893 GRANVILLE ST,Sexton Campus,890.4494305,City Hall,56.13325728
241,2246,1895,GRANVILLE ST,1895 GRANVILLE ST,Sexton Campus,894.2570177,City Hall,57.27553346
242,2253,5159,DUKE ST,5159 DUKE ST,Sexton Campus,822.8882985,City Hall,35.8649177
243,2253,5163,DUKE ST,5163 DUKE ST,Sexton Campus,817.5739151,City Hall,34.27060267
244,2261,1870,HOLLIS ST,1870 HOLLIS ST,Sexton Campus,883.7250556,City Hall,55.46571808
245,2261,1872,HOLLIS ST,1872 HOLLIS ST,Sexton Campus,892.3102785,City Hall,58.04128494
246,2261,1874,HOLLIS ST,1874 HOLLIS ST,Sexton Campus,896.1619799,City Hall,59.19679538
247,2261,1876,HOLLIS ST,1876 HOLLIS ST,Sexton Campus,901.0641047,City Hall,60.66743283
248,2261,1880,HOLLIS ST,1880 HOLLIS ST,Sexton Campus,909.9183492,City Hall,63.32370616
249,2279,1871,HOLLIS ST,1871 HOLLIS ST,Sexton Campus,885.2520071,City Hall,55.92380352
250,2295,1877,HOLLIS ST,1877 HOLLIS ST,Sexton Campus,902.1535422,City Hall,60.99426407
251,2329,5151,GEORGE ST,5151 GEORGE ST,Sexton Campus,762.4098216,City Hall,63.23052496
252,2402,5161,GEORGE ST,5161 GEORGE ST,Sexton Campus,709.3985567,City Hall,47.32714549
253,2428,1813,GRANVILLE ST,1813 GRANVILLE ST,Sexton Campus,752.7640486,City Hall,39.70358271
254,2436,1819,GRANVILLE ST,1819 GRANVILLE ST,Sexton Campus,773.2399018,City Hall,33.56082673
255,2444,1824,HOLLIS ST,1824 HOLLIS ST,Sexton Campus,830.0099125,City Hall,38.00140189
256,2444,5162,DUKE ST,5162 DUKE ST,Sexton Campus,820.7157578,City Hall,35.21315547
257,2451,1820,HOLLIS ST,1820 HOLLIS ST,Sexton Campus,813.6242098,City Hall,51.01278149
